object,image,state,adj,words_w2v
laptop,laptop_open.jpg,a,open,laptop
garlic,garlic_peeled.jpg,a,peeled,garlic
waterpipe,waterpipe_bent.jpg,a,bent,waterpipe
egg,egg_whole.jpg,b,whole,egg
laptop,laptop_closed.jpg,b,closed,laptop
pickle,pickle_sliced.jpg,a,sliced,pickle
scissors,scissors_open.jpg,a,open,scissors
can,can_open.jpg,a,open,can
suitcase,suitcase_open.jpg,a,open,suitcase
ladder,ladder_folded.jpg,a,folded,ladder
mirror,mirror_broken.jpg,a,broken,mirror
pig,pig_clean.jpg,b,clean,pig
hamper,hamper_full.jpg,b,full,hamper
towel,towel_unfolded.jpg,b,unfolded,towel
apple,apple_sliced.jpg,a,sliced,apple
napkin,napkin_unfolded.jpg,b,unfolded,napkin
tire,tire_broken.jpg,a,broken,tire
plate,plate_broken.jpg,a,broken,plate
mirror,mirror_whole.jpg,b,whole,mirror
boot,boot_dirty.jpg,a,dirty,boot
banana,banana_peeled.jpg,a,peeled,banana
chapstick,chapstick_closed.jpg,b,closed,chapstick
paperclip,paperclip_straight.jpg,b,straight,paperclip
fence,fence_whole.jpg,b,whole,fence
chocolatebar,chocolatebar_broken.jpg,a,broken,chocolate bar
blanket,blanket_unfolded.jpg,b,unfolded,blanket
treasurechest,treasurechest_closed.jpg,b,closed,treasure chest
blanket,blanket_folded.jpg,a,folded,blanket
fridge,fridge_open.jpg,a,open,fridge
book,book_closed.jpg,b,closed,book
eye,eye_open.jpg,a,open,eye
dishwasher,dishwasher_open.jpg,a,open,dishwasher
magnet,magnet_bent.jpg,a,bent,magnet
pizza,pizza_unsliced.jpg,b,unsliced,pizza
envelope,envelope_ripped.jpg,a,ripped,envelope
plate,plate_whole.jpg,b,whole,plate
couch,couch_clean.jpg,b,clean,couch
vase,vase_broken.jpg,a,broken,vase
gloves,gloves_dirty.jpg,a,dirty,gloves
pig,pig_dirty.jpg,a,dirty,pig
shoelace,shoelace_untied.jpg,b,untied,shoelace
piggybank,piggybank_whole.jpg,b,whole,piggybank
spoon,spoon_dirty.jpg,a,dirty,spoon
filefolder,filefolder_closed.jpg,b,closed,file folder
cracker,cracker_broken.jpg,a,broken,cracker
towel,towel_folded.jpg,a,folded,towel
stovetop,stovetop_dirty.jpg,a,dirty,stovetop
straw,straw_straight.jpg,b,straight,straw
hands,hands_clean.jpg,b,clean,hands
carrot,carrot_peeled.jpg,a,peeled,carrot
seatbelt,seatbelt_closed.jpg,b,closed,seatbelt
piggybank,piggybank_broken.jpg,a,broken,piggybank
salami,salami_sliced.jpg,a,sliced,salami
door,door_closed.jpg,b,closed,door
microwave,microwave_open.jpg,a,open,microwave
staircase,staircase_straight.jpg,b,straight,staircase
potato,potato_dirty.jpg,a,dirty,potato
glasses,glasses_broken.jpg,a,broken,glasses
gate,gate_closed.jpg,b,closed,gate
notepad,notepad_whole.jpg,b,whole,notepad
door,door_open.jpg,a,open,door
potato,potato_clean.jpg,b,clean,potato
kiwi,kiwi_sliced.jpg,a,sliced,kiwi
onion,onion_unpeeled.jpg,b,unpeeled,onion
sleepingbag,sleepingbag_unrolled.jpg,b,unrolled,sleeping bag
nail,nail_straight.jpg,b,straight,nail
napkin,napkin_folded.jpg,a,folded,napkin
apple,apple_unsliced.jpg,b,unsliced,apple
sleepingbag,sleepingbag_rolled.jpg,a,rolled,sleeping bag
lock,lock_open.jpg,a,open,lock
suitcase,suitcase_closed.jpg,b,closed,suitcase
glasses,glasses_whole.jpg,b,whole,glasses
dish,dish_dirty.jpg,a,dirty,dish
shoppingcart,shoppingcart_full.jpg,b,full,shopping cart
lock,lock_closed.jpg,b,closed,lock
garbagecan,garbagecan_empty.jpg,a,empty,garbage can
waterbottle,waterbottle_closed.jpg,b,closed,waterbottle
cracker,cracker_whole.jpg,b,whole,cracker
wineglass,wineglass_empty.jpg,a,empty,wineglass
pizza,pizza_sliced.jpg,a,sliced,pizza
sugarpacket,sugarpacket_whole.jpg,b,whole,sugar packet
kiwi,kiwi_unsliced.jpg,b,unsliced,kiwi
dishwasher,dishwasher_closed.jpg,b,closed,dishwasher
safetypin,safetypin_straight.jpg,b,straight,safety pin
rug,rug_unrolled.jpg,b,unrolled,rug
cdplayer,cdplayer_open.jpg,a,open,cd player
cabinet,cabinet_open.jpg,a,open,cabinet
lawnchair,lawnchair_unfolded.jpg,b,unfolded,lawnchair
eggcarton,eggcarton_full.jpg,b,full,egg carton
car,car_dirty.jpg,a,dirty,car
pickle,pickle_unsliced.jpg,b,unsliced,pickle
gate,gate_open.jpg,a,open,gate
banana,banana_unpeeled.jpg,b,unpeeled,banana
tire,tire_whole.jpg,b,whole,tire
pot,pot_closed.jpg,b,closed,pot
orange,orange_unpeeled.jpg,b,unpeeled,orange
egg,egg_broken.jpg,a,broken,egg
filefolder,filefolder_open.jpg,a,open,file folder
cup,cup_clean.jpg,b,clean,cup
stapler,stapler_open.jpg,a,open,stapler
watermelon,watermelon_sliced.jpg,a,sliced,watermelon
backpack,backpack_closed.jpg,b,closed,backpack
bill,bill_rolled.jpg,a,rolled,bill
fridge,fridge_closed.jpg,b,closed,fridge
cigarette,cigarette_broken.jpg,a,broken,cigarette
pineapple,pineapple_sliced.jpg,a,sliced,pineapple
lawnchair,lawnchair_folded.jpg,a,folded,lawnchair
envelope,envelope_whole.jpg,b,whole,envelope
car,car_clean.jpg,b,clean,car
pot,pot_open.jpg,a,open,pot
eye,eye_closed.jpg,b,closed,eye
cookie,cookie_whole.jpg,b,whole,cookie
soccerball,soccerball_dirty.jpg,a,dirty,soccerball
eggcarton,eggcarton_empty.jpg,a,empty,egg carton
fence,fence_broken.jpg,a,broken,fence
salami,salami_unsliced.jpg,b,unsliced,salami
cdplayer,cdplayer_closed.jpg,b,closed,cd player
garlic,garlic_unpeeled.jpg,b,unpeeled,garlic
hamper,hamper_empty.jpg,a,empty,hamper
bill,bill_unrolled.jpg,b,unrolled,bill
waterpipe,waterpipe_straight.jpg,b,straight,waterpipe
chapstick,chapstick_open.jpg,a,open,chapstick
table,table_broken.jpg,a,broken,table
onion,onion_peeled.jpg,a,peeled,onion
marker,marker_closed.jpg,b,closed,marker
vase,vase_whole.jpg,b,whole,vase
notepad,notepad_ripped.jpg,a,ripped,notepad
naan,naan_ripped.jpg,a,ripped,naan
pencil,pencil_broken.jpg,a,broken,pencil
bucket,bucket_dirty.jpg,a,dirty,bucket
chocolatebar,chocolatebar_whole.jpg,b,whole,chocolate bar
chestofdrawers,chestofdrawers_closed.jpg,b,closed,chest of drawers
bread,bread_sliced.jpg,a,sliced,bread
shoe,shoe_clean.jpg,b,clean,shoe
garbagecan,garbagecan_full.jpg,b,full,garbage can
cookie,cookie_broken.jpg,a,broken,cookie
bucket,bucket_clean.jpg,b,clean,bucket
hands,hands_dirty.jpg,a,dirty,hands
juicebottle,juicebottle_closed.jpg,b,closed,juice bottle
yogamat,yogamat_rolled.jpg,a,rolled,yoga mat
sweater,sweater_unfolded.jpg,b,unfolded,sweater
wineglass,wineglass_full.jpg,b,full,wineglass
gloves,gloves_clean.jpg,b,clean,gloves
dish,dish_clean.jpg,b,clean,dish
straw,straw_bent.jpg,a,bent,straw
book,book_open.jpg,a,open,book
juicebottle,juicebottle_open.jpg,a,open,juice bottle
paper,paper_folded.jpg,a,folded,paper
wallet,wallet_open.jpg,a,open,wallet
can,can_closed.jpg,b,closed,can
soccerball,soccerball_clean.jpg,b,clean,soccerball
table,table_whole.jpg,b,whole,table
pencil,pencil_whole.jpg,b,whole,pencil
shoppingcart,shoppingcart_empty.jpg,a,empty,shopping cart
paper,paper_unfolded.jpg,b,unfolded,paper
magnet,magnet_straight.jpg,b,straight,magnet
scissors,scissors_closed.jpg,b,closed,scissors
seatbelt,seatbelt_open.jpg,a,open,seatbelt
chipbag,chipbag_whole.jpg,b,whole,chip bag
road,road_curved.jpg,a,curved,road
jar,jar_full.jpg,b,full,jar
road,road_straight.jpg,b,straight,road
microwave,microwave_closed.jpg,b,closed,microwave
shoelace,shoelace_tied.jpg,a,tied,shoelace
sugarpacket,sugarpacket_ripped.jpg,a,ripped,sugar packet
chain,chain_whole.jpg,b,whole,chain
pineapple,pineapple_unsliced.jpg,b,unsliced,pineapple
wallet,wallet_closed.jpg,b,closed,wallet
milkcarton,milkcarton_open.jpg,a,open,milk carton
paperclip,paperclip_bent.jpg,a,bent,paperclip
chain,chain_broken.jpg,a,broken,chain
treasurechest,treasurechest_open.jpg,a,open,treasure chest
lime,lime_unsliced.jpg,b,unsliced,lime
stapler,stapler_closed.jpg,b,closed,stapler
cabinet,cabinet_closed.jpg,b,closed,cabinet
jar,jar_empty.jpg,a,empty,jar
boot,boot_clean.jpg,b,clean,boot
staircase,staircase_curved.jpg,a,curved,staircase
shoe,shoe_dirty.jpg,a,dirty,shoe
cup,cup_dirty.jpg,a,dirty,cup
chestofdrawers,chestofdrawers_open.jpg,a,open,chest of drawers
carrot,carrot_unpeeled.jpg,b,unpeeled,carrot
rug,rug_rolled.jpg,a,rolled,rug
chipbag,chipbag_ripped.jpg,a,ripped,chip bag
naan,naan_whole.jpg,b,whole,naan
backpack,backpack_open.jpg,a,open,backpack
marker,marker_open.jpg,a,open,marker
milkcarton,milkcarton_closed.jpg,b,closed,milk carton
sweater,sweater_folded.jpg,a,folded,sweater
bread,bread_unsliced.jpg,b,unsliced,bread
safetypin,safetypin_bent.jpg,a,bent,safety pin
stovetop,stovetop_clean.jpg,b,clean,stovetop
yogamat,yogamat_unrolled.jpg,b,unrolled,yoga mat
watermelon,watermelon_unsliced.jpg,b,unsliced,watermelon
ladder,ladder_unfolded.jpg,b,unfolded,ladder
orange,orange_peeled.jpg,a,peeled,orange
spoon,spoon_clean.jpg,b,clean,spoon
nail,nail_bent.jpg,a,bent,nail
cigarette,cigarette_whole.jpg,b,whole,cigarette
waterbottle,waterbottle_open.jpg,a,open,waterbottle
lime,lime_sliced.jpg,a,sliced,lime
couch,couch_dirty.jpg,a,dirty,couch
