object,image,state,adj,words_w2v
jar,jar_empty.jpg,a,empty,jar
marker,marker_open.jpg,a,open,marker
nail,nail_bent.jpg,a,bent,nail
scissors,scissors_closed.jpg,b,closed,scissors
chocolatebar,chocolatebar_whole.jpg,b,whole,chocolate bar
onion,onion_unpeeled.jpg,b,unpeeled,onion
shoe,shoe_dirty.jpg,a,dirty,shoe
cookie,cookie_broken.jpg,a,broken,cookie
cdplayer,cdplayer_open.jpg,a,open,cd player
chestofdrawers,chestofdrawers_closed.jpg,b,closed,chest of drawers
apple,apple_unsliced.jpg,b,unsliced,apple
gloves,gloves_clean.jpg,b,clean,gloves
lawnchair,lawnchair_unfolded.jpg,b,unfolded,lawnchair
egg,egg_whole.jpg,b,whole,egg
envelope,envelope_ripped.jpg,a,ripped,envelope
pickle,pickle_sliced.jpg,a,sliced,pickle
waterbottle,waterbottle_open.jpg,a,open,waterbottle
dish,dish_clean.jpg,b,clean,dish
cigarette,cigarette_whole.jpg,b,whole,cigarette
chain,chain_whole.jpg,b,whole,chain
straw,straw_straight.jpg,b,straight,straw
potato,potato_clean.jpg,b,clean,potato
shoelace,shoelace_tied.jpg,a,tied,shoelace
stovetop,stovetop_dirty.jpg,a,dirty,stovetop
sleepingbag,sleepingbag_unrolled.jpg,b,unrolled,sleeping bag
salami,salami_unsliced.jpg,b,unsliced,salami
sugarpacket,sugarpacket_ripped.jpg,a,ripped,sugar packet
backpack,backpack_open.jpg,a,open,backpack
table,table_broken.jpg,a,broken,table
eggcarton,eggcarton_empty.jpg,a,empty,egg carton
soccerball,soccerball_clean.jpg,b,clean,soccerball
napkin,napkin_unfolded.jpg,b,unfolded,napkin
cracker,cracker_broken.jpg,a,broken,cracker
filefolder,filefolder_closed.jpg,b,closed,file folder
salami,salami_sliced.jpg,a,sliced,salami
couch,couch_clean.jpg,b,clean,couch
pencil,pencil_broken.jpg,a,broken,pencil
fridge,fridge_open.jpg,a,open,fridge
car,car_dirty.jpg,a,dirty,car
garbagecan,garbagecan_full.jpg,b,full,garbage can
treasurechest,treasurechest_open.jpg,a,open,treasure chest
table,table_whole.jpg,b,whole,table
paper,paper_folded.jpg,a,folded,paper
shoppingcart,shoppingcart_full.jpg,b,full,shopping cart
eggcarton,eggcarton_full.jpg,b,full,egg carton
staircase,staircase_straight.jpg,b,straight,staircase
bread,bread_sliced.jpg,a,sliced,bread
orange,orange_unpeeled.jpg,b,unpeeled,orange
staircase,staircase_curved.jpg,a,curved,staircase
onion,onion_peeled.jpg,a,peeled,onion
boot,boot_dirty.jpg,a,dirty,boot
microwave,microwave_open.jpg,a,open,microwave
pencil,pencil_whole.jpg,b,whole,pencil
lock,lock_open.jpg,a,open,lock
chocolatebar,chocolatebar_broken.jpg,a,broken,chocolate bar
seatbelt,seatbelt_open.jpg,a,open,seatbelt
bucket,bucket_dirty.jpg,a,dirty,bucket
glasses,glasses_broken.jpg,a,broken,glasses
pineapple,pineapple_unsliced.jpg,b,unsliced,pineapple
piggybank,piggybank_broken.jpg,a,broken,piggybank
hamper,hamper_empty.jpg,a,empty,hamper
yogamat,yogamat_rolled.jpg,a,rolled,yoga mat
napkin,napkin_folded.jpg,a,folded,napkin
shoe,shoe_clean.jpg,b,clean,shoe
chapstick,chapstick_closed.jpg,b,closed,chapstick
stovetop,stovetop_clean.jpg,b,clean,stovetop
wallet,wallet_open.jpg,a,open,wallet
ladder,ladder_folded.jpg,a,folded,ladder
carrot,carrot_peeled.jpg,a,peeled,carrot
laptop,laptop_open.jpg,a,open,laptop
bread,bread_unsliced.jpg,b,unsliced,bread
can,can_open.jpg,a,open,can
cigarette,cigarette_broken.jpg,a,broken,cigarette
lawnchair,lawnchair_folded.jpg,a,folded,lawnchair
bill,bill_rolled.jpg,a,rolled,bill
chain,chain_broken.jpg,a,broken,chain
wineglass,wineglass_full.jpg,b,full,wineglass
safetypin,safetypin_bent.jpg,a,bent,safety pin
apple,apple_sliced.jpg,a,sliced,apple
bucket,bucket_clean.jpg,b,clean,bucket
eye,eye_open.jpg,a,open,eye
pot,pot_closed.jpg,b,closed,pot
filefolder,filefolder_open.jpg,a,open,file folder
cup,cup_clean.jpg,b,clean,cup
lime,lime_sliced.jpg,a,sliced,lime
sleepingbag,sleepingbag_rolled.jpg,a,rolled,sleeping bag
garlic,garlic_peeled.jpg,a,peeled,garlic
blanket,blanket_folded.jpg,a,folded,blanket
magnet,magnet_bent.jpg,a,bent,magnet
waterbottle,waterbottle_closed.jpg,b,closed,waterbottle
waterpipe,waterpipe_straight.jpg,b,straight,waterpipe
road,road_straight.jpg,b,straight,road
vase,vase_broken.jpg,a,broken,vase
tire,tire_whole.jpg,b,whole,tire
watermelon,watermelon_sliced.jpg,a,sliced,watermelon
backpack,backpack_closed.jpg,b,closed,backpack
mirror,mirror_broken.jpg,a,broken,mirror
magnet,magnet_straight.jpg,b,straight,magnet
