object,image,state,adj,words_w2v
eye,eye_closed.jpg,b,closed,eye
ladder,ladder_folded.jpg,a,folded,ladder
safetypin,safetypin_straight.jpg,b,straight,safety pin
dish,dish_dirty.jpg,a,dirty,dish
wallet,wallet_open.jpg,a,open,wallet
cabinet,cabinet_open.jpg,a,open,cabinet
chain,chain_broken.jpg,a,broken,chain
waterpipe,waterpipe_bent.jpg,a,bent,waterpipe
pickle,pickle_sliced.jpg,a,sliced,pickle
backpack,backpack_open.jpg,a,open,backpack
paper,paper_unfolded.jpg,b,unfolded,paper
chocolatebar,chocolatebar_broken.jpg,a,broken,chocolate bar
filefolder,filefolder_closed.jpg,b,closed,file folder
lime,lime_unsliced.jpg,b,unsliced,lime
magnet,magnet_bent.jpg,a,bent,magnet
treasurechest,treasurechest_closed.jpg,b,closed,treasure chest
soccerball,soccerball_clean.jpg,b,clean,soccerball
scissors,scissors_open.jpg,a,open,scissors
pineapple,pineapple_unsliced.jpg,b,unsliced,pineapple
waterpipe,waterpipe_straight.jpg,b,straight,waterpipe
gloves,gloves_dirty.jpg,a,dirty,gloves
cracker,cracker_whole.jpg,b,whole,cracker
wallet,wallet_closed.jpg,b,closed,wallet
vase,vase_broken.jpg,a,broken,vase
hamper,hamper_empty.jpg,a,empty,hamper
yogamat,yogamat_unrolled.jpg,b,unrolled,yoga mat
paper,paper_folded.jpg,a,folded,paper
cookie,cookie_whole.jpg,b,whole,cookie
gate,gate_open.jpg,a,open,gate
jar,jar_empty.jpg,a,empty,jar
nail,nail_straight.jpg,b,straight,nail
juicebottle,juicebottle_open.jpg,a,open,juice bottle
ladder,ladder_unfolded.jpg,b,unfolded,ladder
bill,bill_unrolled.jpg,b,unrolled,bill
pizza,pizza_sliced.jpg,a,sliced,pizza
sweater,sweater_folded.jpg,a,folded,sweater
chapstick,chapstick_closed.jpg,b,closed,chapstick
salami,salami_sliced.jpg,a,sliced,salami
cdplayer,cdplayer_closed.jpg,b,closed,cd player
vase,vase_whole.jpg,b,whole,vase
car,car_clean.jpg,b,clean,car
carrot,carrot_peeled.jpg,a,peeled,carrot
chain,chain_whole.jpg,b,whole,chain
table,table_whole.jpg,b,whole,table
can,can_closed.jpg,b,closed,can
cup,cup_dirty.jpg,a,dirty,cup
chestofdrawers,chestofdrawers_open.jpg,a,open,chest of drawers
plate,plate_whole.jpg,b,whole,plate
microwave,microwave_open.jpg,a,open,microwave
book,book_open.jpg,a,open,book
gate,gate_closed.jpg,b,closed,gate
glasses,glasses_broken.jpg,a,broken,glasses
envelope,envelope_whole.jpg,b,whole,envelope
couch,couch_dirty.jpg,a,dirty,couch
apple,apple_unsliced.jpg,b,unsliced,apple
treasurechest,treasurechest_open.jpg,a,open,treasure chest
spoon,spoon_clean.jpg,b,clean,spoon
suitcase,suitcase_closed.jpg,b,closed,suitcase
naan,naan_whole.jpg,b,whole,naan
rug,rug_unrolled.jpg,b,unrolled,rug
sugarpacket,sugarpacket_ripped.jpg,a,ripped,sugar packet
bill,bill_rolled.jpg,a,rolled,bill
pineapple,pineapple_sliced.jpg,a,sliced,pineapple
piggybank,piggybank_whole.jpg,b,whole,piggybank
orange,orange_unpeeled.jpg,b,unpeeled,orange
shoelace,shoelace_tied.jpg,a,tied,shoelace
chocolatebar,chocolatebar_whole.jpg,b,whole,chocolate bar
shoelace,shoelace_untied.jpg,b,untied,shoelace
garbagecan,garbagecan_empty.jpg,a,empty,garbage can
banana,banana_peeled.jpg,a,peeled,banana
lawnchair,lawnchair_folded.jpg,a,folded,lawnchair
staircase,staircase_straight.jpg,b,straight,staircase
lock,lock_closed.jpg,b,closed,lock
hamper,hamper_full.jpg,b,full,hamper
pot,pot_open.jpg,a,open,pot
towel,towel_unfolded.jpg,b,unfolded,towel
safetypin,safetypin_bent.jpg,a,bent,safety pin
eggcarton,eggcarton_empty.jpg,a,empty,egg carton
tire,tire_broken.jpg,a,broken,tire
plate,plate_broken.jpg,a,broken,plate
shoe,shoe_dirty.jpg,a,dirty,shoe
