object,image,state,adj,words_w2v
watermelon,watermelon_unsliced.jpg,b,unsliced,watermelon
glasses,glasses_broken.jpg,a,broken,glasses
lawnchair,lawnchair_folded.jpg,a,folded,lawnchair
milkcarton,milkcarton_closed.jpg,b,closed,milk carton
sweater,sweater_unfolded.jpg,b,unfolded,sweater
egg,egg_whole.jpg,b,whole,egg
couch,couch_dirty.jpg,a,dirty,couch
waterbottle,waterbottle_open.jpg,a,open,waterbottle
cigarette,cigarette_broken.jpg,a,broken,cigarette
fridge,fridge_open.jpg,a,open,fridge
rug,rug_rolled.jpg,a,rolled,rug
laptop,laptop_open.jpg,a,open,laptop
spoon,spoon_dirty.jpg,a,dirty,spoon
ladder,ladder_unfolded.jpg,b,unfolded,ladder
straw,straw_bent.jpg,a,bent,straw
shoelace,shoelace_untied.jpg,b,untied,shoelace
lawnchair,lawnchair_unfolded.jpg,b,unfolded,lawnchair
bread,bread_sliced.jpg,a,sliced,bread
filefolder,filefolder_closed.jpg,b,closed,file folder
staircase,staircase_straight.jpg,b,straight,staircase
sleepingbag,sleepingbag_unrolled.jpg,b,unrolled,sleeping bag
pencil,pencil_broken.jpg,a,broken,pencil
microwave,microwave_open.jpg,a,open,microwave
gloves,gloves_dirty.jpg,a,dirty,gloves
eggcarton,eggcarton_empty.jpg,a,empty,egg carton
road,road_straight.jpg,b,straight,road
boot,boot_clean.jpg,b,clean,boot
eye,eye_closed.jpg,b,closed,eye
paper,paper_unfolded.jpg,b,unfolded,paper
stovetop,stovetop_clean.jpg,b,clean,stovetop
blanket,blanket_unfolded.jpg,b,unfolded,blanket
potato,potato_clean.jpg,b,clean,potato
treasurechest,treasurechest_open.jpg,a,open,treasure chest
laptop,laptop_closed.jpg,b,closed,laptop
towel,towel_folded.jpg,a,folded,towel
envelope,envelope_whole.jpg,b,whole,envelope
salami,salami_sliced.jpg,a,sliced,salami
stapler,stapler_open.jpg,a,open,stapler
blanket,blanket_folded.jpg,a,folded,blanket
table,table_whole.jpg,b,whole,table
treasurechest,treasurechest_closed.jpg,b,closed,treasure chest
juicebottle,juicebottle_open.jpg,a,open,juice bottle
book,book_closed.jpg,b,closed,book
table,table_broken.jpg,a,broken,table
can,can_closed.jpg,b,closed,can
wallet,wallet_open.jpg,a,open,wallet
cracker,cracker_whole.jpg,b,whole,cracker
soccerball,soccerball_dirty.jpg,a,dirty,soccerball
plate,plate_whole.jpg,b,whole,plate
wallet,wallet_closed.jpg,b,closed,wallet
lime,lime_unsliced.jpg,b,unsliced,lime
paper,paper_folded.jpg,a,folded,paper
egg,egg_broken.jpg,a,broken,egg
car,car_clean.jpg,b,clean,car
napkin,napkin_folded.jpg,a,folded,napkin
banana,banana_peeled.jpg,a,peeled,banana
staircase,staircase_curved.jpg,a,curved,staircase
jar,jar_empty.jpg,a,empty,jar
couch,couch_clean.jpg,b,clean,couch
chapstick,chapstick_closed.jpg,b,closed,chapstick
seatbelt,seatbelt_open.jpg,a,open,seatbelt
pig,pig_dirty.jpg,a,dirty,pig
boot,boot_dirty.jpg,a,dirty,boot
cracker,cracker_broken.jpg,a,broken,cracker
lock,lock_open.jpg,a,open,lock
pineapple,pineapple_unsliced.jpg,b,unsliced,pineapple
sleepingbag,sleepingbag_rolled.jpg,a,rolled,sleeping bag
nail,nail_bent.jpg,a,bent,nail
cup,cup_dirty.jpg,a,dirty,cup
shoppingcart,shoppingcart_full.jpg,b,full,shopping cart
notepad,notepad_whole.jpg,b,whole,notepad
chocolatebar,chocolatebar_whole.jpg,b,whole,chocolate bar
book,book_open.jpg,a,open,book
garbagecan,garbagecan_full.jpg,b,full,garbage can
napkin,napkin_unfolded.jpg,b,unfolded,napkin
suitcase,suitcase_closed.jpg,b,closed,suitcase
piggybank,piggybank_whole.jpg,b,whole,piggybank
chipbag,chipbag_ripped.jpg,a,ripped,chip bag
pig,pig_clean.jpg,b,clean,pig
chain,chain_broken.jpg,a,broken,chain
