object,image,state,adj,words_w2v
eggcarton,eggcarton_empty.jpg,a,empty,egg carton
stapler,stapler_open.jpg,a,open,stapler
pot,pot_closed.jpg,b,closed,pot
scissors,scissors_open.jpg,a,open,scissors
carrot,carrot_unpeeled.jpg,b,unpeeled,carrot
shoe,shoe_dirty.jpg,a,dirty,shoe
watermelon,watermelon_unsliced.jpg,b,unsliced,watermelon
scissors,scissors_closed.jpg,b,closed,scissors
envelope,envelope_whole.jpg,b,whole,envelope
pickle,pickle_sliced.jpg,a,sliced,pickle
soccerball,soccerball_dirty.jpg,a,dirty,soccerball
juicebottle,juicebottle_open.jpg,a,open,juice bottle
garbagecan,garbagecan_empty.jpg,a,empty,garbage can
jar,jar_empty.jpg,a,empty,jar
orange,orange_peeled.jpg,a,peeled,orange
seatbelt,seatbelt_closed.jpg,b,closed,seatbelt
chapstick,chapstick_closed.jpg,b,closed,chapstick
treasurechest,treasurechest_closed.jpg,b,closed,treasure chest
straw,straw_bent.jpg,a,bent,straw
notepad,notepad_ripped.jpg,a,ripped,notepad
pineapple,pineapple_sliced.jpg,a,sliced,pineapple
road,road_curved.jpg,a,curved,road
chocolatebar,chocolatebar_whole.jpg,b,whole,chocolate bar
blanket,blanket_unfolded.jpg,b,unfolded,blanket
cup,cup_dirty.jpg,a,dirty,cup
backpack,backpack_closed.jpg,b,closed,backpack
watermelon,watermelon_sliced.jpg,a,sliced,watermelon
shoelace,shoelace_untied.jpg,b,untied,shoelace
pineapple,pineapple_unsliced.jpg,b,unsliced,pineapple
notepad,notepad_whole.jpg,b,whole,notepad
stovetop,stovetop_clean.jpg,b,clean,stovetop
envelope,envelope_ripped.jpg,a,ripped,envelope
microwave,microwave_closed.jpg,b,closed,microwave
magnet,magnet_bent.jpg,a,bent,magnet
fridge,fridge_closed.jpg,b,closed,fridge
rug,rug_rolled.jpg,a,rolled,rug
cigarette,cigarette_broken.jpg,a,broken,cigarette
naan,naan_ripped.jpg,a,ripped,naan
gloves,gloves_dirty.jpg,a,dirty,gloves
pig,pig_clean.jpg,b,clean,pig
pot,pot_open.jpg,a,open,pot
wallet,wallet_closed.jpg,b,closed,wallet
stovetop,stovetop_dirty.jpg,a,dirty,stovetop
cracker,cracker_whole.jpg,b,whole,cracker
chapstick,chapstick_open.jpg,a,open,chapstick
garlic,garlic_peeled.jpg,a,peeled,garlic
sleepingbag,sleepingbag_rolled.jpg,a,rolled,sleeping bag
nail,nail_straight.jpg,b,straight,nail
bill,bill_rolled.jpg,a,rolled,bill
bucket,bucket_dirty.jpg,a,dirty,bucket
microwave,microwave_open.jpg,a,open,microwave
laptop,laptop_closed.jpg,b,closed,laptop
towel,towel_folded.jpg,a,folded,towel
onion,onion_unpeeled.jpg,b,unpeeled,onion
sleepingbag,sleepingbag_unrolled.jpg,b,unrolled,sleeping bag
fence,fence_whole.jpg,b,whole,fence
spoon,spoon_clean.jpg,b,clean,spoon
kiwi,kiwi_unsliced.jpg,b,unsliced,kiwi
hands,hands_clean.jpg,b,clean,hands
piggybank,piggybank_whole.jpg,b,whole,piggybank
bread,bread_sliced.jpg,a,sliced,bread
lime,lime_sliced.jpg,a,sliced,lime
chestofdrawers,chestofdrawers_open.jpg,a,open,chest of drawers
pickle,pickle_unsliced.jpg,b,unsliced,pickle
paper,paper_unfolded.jpg,b,unfolded,paper
garlic,garlic_unpeeled.jpg,b,unpeeled,garlic
cup,cup_clean.jpg,b,clean,cup
marker,marker_open.jpg,a,open,marker
pizza,pizza_sliced.jpg,a,sliced,pizza
sweater,sweater_folded.jpg,a,folded,sweater
paper,paper_folded.jpg,a,folded,paper
cdplayer,cdplayer_closed.jpg,b,closed,cd player
blanket,blanket_folded.jpg,a,folded,blanket
shoe,shoe_clean.jpg,b,clean,shoe
naan,naan_whole.jpg,b,whole,naan
chipbag,chipbag_whole.jpg,b,whole,chip bag
road,road_straight.jpg,b,straight,road
apple,apple_unsliced.jpg,b,unsliced,apple
glasses,glasses_whole.jpg,b,whole,glasses
dish,dish_clean.jpg,b,clean,dish
sugarpacket,sugarpacket_whole.jpg,b,whole,sugar packet
paperclip,paperclip_bent.jpg,a,bent,paperclip
can,can_closed.jpg,b,closed,can
towel,towel_unfolded.jpg,b,unfolded,towel
magnet,magnet_straight.jpg,b,straight,magnet
potato,potato_dirty.jpg,a,dirty,potato
glasses,glasses_broken.jpg,a,broken,glasses
lime,lime_unsliced.jpg,b,unsliced,lime
tire,tire_broken.jpg,a,broken,tire
pencil,pencil_whole.jpg,b,whole,pencil
waterbottle,waterbottle_open.jpg,a,open,waterbottle
fence,fence_broken.jpg,a,broken,fence
wineglass,wineglass_full.jpg,b,full,wineglass
salami,salami_unsliced.jpg,b,unsliced,salami
vase,vase_broken.jpg,a,broken,vase
bread,bread_unsliced.jpg,b,unsliced,bread
