object,image,state,adj,words_w2v
milkcarton,milkcarton_open.jpg,a,open,milk carton
yogamat,yogamat_rolled.jpg,a,rolled,yoga mat
cigarette,cigarette_broken.jpg,a,broken,cigarette
paperclip,paperclip_bent.jpg,a,bent,paperclip
book,book_open.jpg,a,open,book
couch,couch_dirty.jpg,a,dirty,couch
gloves,gloves_clean.jpg,b,clean,gloves
eggcarton,eggcarton_full.jpg,b,full,egg carton
scissors,scissors_open.jpg,a,open,scissors
onion,onion_unpeeled.jpg,b,unpeeled,onion
shoe,shoe_clean.jpg,b,clean,shoe
napkin,napkin_folded.jpg,a,folded,napkin
shoppingcart,shoppingcart_full.jpg,b,full,shopping cart
towel,towel_unfolded.jpg,b,unfolded,towel
stovetop,stovetop_dirty.jpg,a,dirty,stovetop
waterbottle,waterbottle_open.jpg,a,open,waterbottle
pineapple,pineapple_unsliced.jpg,b,unsliced,pineapple
laptop,laptop_open.jpg,a,open,laptop
potato,potato_clean.jpg,b,clean,potato
filefolder,filefolder_closed.jpg,b,closed,file folder
juicebottle,juicebottle_closed.jpg,b,closed,juice bottle
shoe,shoe_dirty.jpg,a,dirty,shoe
egg,egg_broken.jpg,a,broken,egg
dishwasher,dishwasher_closed.jpg,b,closed,dishwasher
eye,eye_closed.jpg,b,closed,eye
car,car_dirty.jpg,a,dirty,car
jar,jar_full.jpg,b,full,jar
tire,tire_whole.jpg,b,whole,tire
suitcase,suitcase_closed.jpg,b,closed,suitcase
wineglass,wineglass_full.jpg,b,full,wineglass
yogamat,yogamat_unrolled.jpg,b,unrolled,yoga mat
filefolder,filefolder_open.jpg,a,open,file folder
road,road_straight.jpg,b,straight,road
lawnchair,lawnchair_folded.jpg,a,folded,lawnchair
chipbag,chipbag_ripped.jpg,a,ripped,chip bag
watermelon,watermelon_unsliced.jpg,b,unsliced,watermelon
microwave,microwave_closed.jpg,b,closed,microwave
cdplayer,cdplayer_open.jpg,a,open,cd player
pizza,pizza_unsliced.jpg,b,unsliced,pizza
can,can_closed.jpg,b,closed,can
chapstick,chapstick_open.jpg,a,open,chapstick
seatbelt,seatbelt_closed.jpg,b,closed,seatbelt
