object,image,state,adj,words_w2v
fence,fence_broken.jpg,a,broken,fence
pizza,pizza_unsliced.jpg,b,unsliced,pizza
sleepingbag,sleepingbag_rolled.jpg,a,rolled,sleeping bag
waterpipe,waterpipe_straight.jpg,b,straight,waterpipe
sugarpacket,sugarpacket_whole.jpg,b,whole,sugar packet
door,door_open.jpg,a,open,door
yogamat,yogamat_rolled.jpg,a,rolled,yoga mat
notepad,notepad_whole.jpg,b,whole,notepad
dish,dish_dirty.jpg,a,dirty,dish
treasurechest,treasurechest_closed.jpg,b,closed,treasure chest
eye,eye_closed.jpg,b,closed,eye
spoon,spoon_clean.jpg,b,clean,spoon
cdplayer,cdplayer_closed.jpg,b,closed,cd player
chestofdrawers,chestofdrawers_open.jpg,a,open,chest of drawers
chocolatebar,chocolatebar_broken.jpg,a,broken,chocolate bar
envelope,envelope_whole.jpg,b,whole,envelope
vase,vase_whole.jpg,b,whole,vase
couch,couch_dirty.jpg,a,dirty,couch
hamper,hamper_empty.jpg,a,empty,hamper
carrot,carrot_unpeeled.jpg,b,unpeeled,carrot
towel,towel_unfolded.jpg,b,unfolded,towel
filefolder,filefolder_closed.jpg,b,closed,file folder
rug,rug_unrolled.jpg,b,unrolled,rug
bill,bill_unrolled.jpg,b,unrolled,bill
piggybank,piggybank_whole.jpg,b,whole,piggybank
dishwasher,dishwasher_open.jpg,a,open,dishwasher
tire,tire_whole.jpg,b,whole,tire
scissors,scissors_closed.jpg,b,closed,scissors
dish,dish_clean.jpg,b,clean,dish
kiwi,kiwi_unsliced.jpg,b,unsliced,kiwi
orange,orange_peeled.jpg,a,peeled,orange
hands,hands_dirty.jpg,a,dirty,hands
shoe,shoe_dirty.jpg,a,dirty,shoe
cookie,cookie_broken.jpg,a,broken,cookie
boot,boot_dirty.jpg,a,dirty,boot
scissors,scissors_open.jpg,a,open,scissors
shoppingcart,shoppingcart_empty.jpg,a,empty,shopping cart
potato,potato_dirty.jpg,a,dirty,potato
table,table_whole.jpg,b,whole,table
paper,paper_unfolded.jpg,b,unfolded,paper
fridge,fridge_open.jpg,a,open,fridge
pencil,pencil_whole.jpg,b,whole,pencil
pineapple,pineapple_sliced.jpg,a,sliced,pineapple
laptop,laptop_open.jpg,a,open,laptop
magnet,magnet_bent.jpg,a,bent,magnet
pig,pig_dirty.jpg,a,dirty,pig
hands,hands_clean.jpg,b,clean,hands
chipbag,chipbag_ripped.jpg,a,ripped,chip bag
can,can_closed.jpg,b,closed,can
stovetop,stovetop_clean.jpg,b,clean,stovetop
can,can_open.jpg,a,open,can
glasses,glasses_whole.jpg,b,whole,glasses
chestofdrawers,chestofdrawers_closed.jpg,b,closed,chest of drawers
naan,naan_ripped.jpg,a,ripped,naan
cdplayer,cdplayer_open.jpg,a,open,cd player
chocolatebar,chocolatebar_whole.jpg,b,whole,chocolate bar
chain,chain_whole.jpg,b,whole,chain
plate,plate_broken.jpg,a,broken,plate
shoelace,shoelace_tied.jpg,a,tied,shoelace
lime,lime_unsliced.jpg,b,unsliced,lime
napkin,napkin_folded.jpg,a,folded,napkin
bread,bread_unsliced.jpg,b,unsliced,bread
door,door_closed.jpg,b,closed,door
milkcarton,milkcarton_open.jpg,a,open,milk carton
book,book_closed.jpg,b,closed,book
watermelon,watermelon_unsliced.jpg,b,unsliced,watermelon
mirror,mirror_whole.jpg,b,whole,mirror
microwave,microwave_closed.jpg,b,closed,microwave
shoe,shoe_clean.jpg,b,clean,shoe
onion,onion_unpeeled.jpg,b,unpeeled,onion
paperclip,paperclip_straight.jpg,b,straight,paperclip
bucket,bucket_clean.jpg,b,clean,bucket
watermelon,watermelon_sliced.jpg,a,sliced,watermelon
suitcase,suitcase_open.jpg,a,open,suitcase
onion,onion_peeled.jpg,a,peeled,onion
cigarette,cigarette_broken.jpg,a,broken,cigarette
road,road_straight.jpg,b,straight,road
nail,nail_straight.jpg,b,straight,nail
shoppingcart,shoppingcart_full.jpg,b,full,shopping cart
pencil,pencil_broken.jpg,a,broken,pencil
cracker,cracker_whole.jpg,b,whole,cracker
garbagecan,garbagecan_full.jpg,b,full,garbage can
sweater,sweater_folded.jpg,a,folded,sweater
carrot,carrot_peeled.jpg,a,peeled,carrot
fridge,fridge_closed.jpg,b,closed,fridge
staircase,staircase_curved.jpg,a,curved,staircase
pickle,pickle_unsliced.jpg,b,unsliced,pickle
car,car_clean.jpg,b,clean,car
book,book_open.jpg,a,open,book
waterbottle,waterbottle_open.jpg,a,open,waterbottle
pizza,pizza_sliced.jpg,a,sliced,pizza
rug,rug_rolled.jpg,a,rolled,rug
safetypin,safetypin_bent.jpg,a,bent,safety pin
cookie,cookie_whole.jpg,b,whole,cookie
towel,towel_folded.jpg,a,folded,towel
naan,naan_whole.jpg,b,whole,naan
seatbelt,seatbelt_closed.jpg,b,closed,seatbelt
cracker,cracker_broken.jpg,a,broken,cracker
boot,boot_clean.jpg,b,clean,boot
pig,pig_clean.jpg,b,clean,pig
table,table_broken.jpg,a,broken,table
straw,straw_straight.jpg,b,straight,straw
road,road_curved.jpg,a,curved,road
jar,jar_empty.jpg,a,empty,jar
kiwi,kiwi_sliced.jpg,a,sliced,kiwi
cup,cup_dirty.jpg,a,dirty,cup
cabinet,cabinet_closed.jpg,b,closed,cabinet
apple,apple_sliced.jpg,a,sliced,apple
lock,lock_closed.jpg,b,closed,lock
marker,marker_open.jpg,a,open,marker
wallet,wallet_closed.jpg,b,closed,wallet
vase,vase_broken.jpg,a,broken,vase
yogamat,yogamat_unrolled.jpg,b,unrolled,yoga mat
wallet,wallet_open.jpg,a,open,wallet
milkcarton,milkcarton_closed.jpg,b,closed,milk carton
lock,lock_open.jpg,a,open,lock
blanket,blanket_unfolded.jpg,b,unfolded,blanket
gate,gate_open.jpg,a,open,gate
filefolder,filefolder_open.jpg,a,open,file folder
pot,pot_closed.jpg,b,closed,pot
dishwasher,dishwasher_closed.jpg,b,closed,dishwasher
bread,bread_sliced.jpg,a,sliced,bread
ladder,ladder_folded.jpg,a,folded,ladder
waterbottle,waterbottle_closed.jpg,b,closed,waterbottle
mirror,mirror_broken.jpg,a,broken,mirror
sweater,sweater_unfolded.jpg,b,unfolded,sweater
cup,cup_clean.jpg,b,clean,cup
laptop,laptop_closed.jpg,b,closed,laptop
plate,plate_whole.jpg,b,whole,plate
egg,egg_broken.jpg,a,broken,egg
envelope,envelope_ripped.jpg,a,ripped,envelope
straw,straw_bent.jpg,a,bent,straw
lawnchair,lawnchair_folded.jpg,a,folded,lawnchair
safetypin,safetypin_straight.jpg,b,straight,safety pin
juicebottle,juicebottle_open.jpg,a,open,juice bottle
ladder,ladder_unfolded.jpg,b,unfolded,ladder
