object,image,state,adj,words_w2v
couch,couch_dirty.jpg,a,dirty,couch
lime,lime_sliced.jpg,a,sliced,lime
waterbottle,waterbottle_open.jpg,a,open,waterbottle
cigarette,cigarette_whole.jpg,b,whole,cigarette
nail,nail_bent.jpg,a,bent,nail
spoon,spoon_clean.jpg,b,clean,spoon
orange,orange_peeled.jpg,a,peeled,orange
ladder,ladder_unfolded.jpg,b,unfolded,ladder
watermelon,watermelon_unsliced.jpg,b,unsliced,watermelon
yogamat,yogamat_unrolled.jpg,b,unrolled,yoga mat
stovetop,stovetop_clean.jpg,b,clean,stovetop
safetypin,safetypin_bent.jpg,a,bent,safety pin
bread,bread_unsliced.jpg,b,unsliced,bread
sweater,sweater_folded.jpg,a,folded,sweater
milkcarton,milkcarton_closed.jpg,b,closed,milk carton
marker,marker_open.jpg,a,open,marker
backpack,backpack_open.jpg,a,open,backpack
naan,naan_whole.jpg,b,whole,naan
chipbag,chipbag_ripped.jpg,a,ripped,chip bag
rug,rug_rolled.jpg,a,rolled,rug
carrot,carrot_unpeeled.jpg,b,unpeeled,carrot
chestofdrawers,chestofdrawers_open.jpg,a,open,chest of drawers
cup,cup_dirty.jpg,a,dirty,cup
shoe,shoe_dirty.jpg,a,dirty,shoe
staircase,staircase_curved.jpg,a,curved,staircase
boot,boot_clean.jpg,b,clean,boot
jar,jar_empty.jpg,a,empty,jar
cabinet,cabinet_closed.jpg,b,closed,cabinet
stapler,stapler_closed.jpg,b,closed,stapler
lime,lime_unsliced.jpg,b,unsliced,lime
treasurechest,treasurechest_open.jpg,a,open,treasure chest
chain,chain_broken.jpg,a,broken,chain
paperclip,paperclip_bent.jpg,a,bent,paperclip
milkcarton,milkcarton_open.jpg,a,open,milk carton
wallet,wallet_closed.jpg,b,closed,wallet
pineapple,pineapple_unsliced.jpg,b,unsliced,pineapple
chain,chain_whole.jpg,b,whole,chain
sugarpacket,sugarpacket_ripped.jpg,a,ripped,sugar packet
shoelace,shoelace_tied.jpg,a,tied,shoelace
microwave,microwave_closed.jpg,b,closed,microwave
road,road_straight.jpg,b,straight,road
jar,jar_full.jpg,b,full,jar
road,road_curved.jpg,a,curved,road
chipbag,chipbag_whole.jpg,b,whole,chip bag
seatbelt,seatbelt_open.jpg,a,open,seatbelt
scissors,scissors_closed.jpg,b,closed,scissors
magnet,magnet_straight.jpg,b,straight,magnet
paper,paper_unfolded.jpg,b,unfolded,paper
shoppingcart,shoppingcart_empty.jpg,a,empty,shopping cart
pencil,pencil_whole.jpg,b,whole,pencil
table,table_whole.jpg,b,whole,table
soccerball,soccerball_clean.jpg,b,clean,soccerball
can,can_closed.jpg,b,closed,can
wallet,wallet_open.jpg,a,open,wallet
paper,paper_folded.jpg,a,folded,paper
juicebottle,juicebottle_open.jpg,a,open,juice bottle
book,book_open.jpg,a,open,book
straw,straw_bent.jpg,a,bent,straw
dish,dish_clean.jpg,b,clean,dish
gloves,gloves_clean.jpg,b,clean,gloves
wineglass,wineglass_full.jpg,b,full,wineglass
sweater,sweater_unfolded.jpg,b,unfolded,sweater
yogamat,yogamat_rolled.jpg,a,rolled,yoga mat
juicebottle,juicebottle_closed.jpg,b,closed,juice bottle
hands,hands_dirty.jpg,a,dirty,hands
bucket,bucket_clean.jpg,b,clean,bucket
cookie,cookie_broken.jpg,a,broken,cookie
garbagecan,garbagecan_full.jpg,b,full,garbage can
shoe,shoe_clean.jpg,b,clean,shoe
bread,bread_sliced.jpg,a,sliced,bread
chestofdrawers,chestofdrawers_closed.jpg,b,closed,chest of drawers
chocolatebar,chocolatebar_whole.jpg,b,whole,chocolate bar
bucket,bucket_dirty.jpg,a,dirty,bucket
pencil,pencil_broken.jpg,a,broken,pencil
naan,naan_ripped.jpg,a,ripped,naan
notepad,notepad_ripped.jpg,a,ripped,notepad
vase,vase_whole.jpg,b,whole,vase
marker,marker_closed.jpg,b,closed,marker
onion,onion_peeled.jpg,a,peeled,onion
table,table_broken.jpg,a,broken,table
chapstick,chapstick_open.jpg,a,open,chapstick
waterpipe,waterpipe_straight.jpg,b,straight,waterpipe
bill,bill_unrolled.jpg,b,unrolled,bill
hamper,hamper_empty.jpg,a,empty,hamper
garlic,garlic_unpeeled.jpg,b,unpeeled,garlic
cdplayer,cdplayer_closed.jpg,b,closed,cd player
salami,salami_unsliced.jpg,b,unsliced,salami
fence,fence_broken.jpg,a,broken,fence
eggcarton,eggcarton_empty.jpg,a,empty,egg carton
soccerball,soccerball_dirty.jpg,a,dirty,soccerball
cookie,cookie_whole.jpg,b,whole,cookie
eye,eye_closed.jpg,b,closed,eye
pot,pot_open.jpg,a,open,pot
car,car_clean.jpg,b,clean,car
envelope,envelope_whole.jpg,b,whole,envelope
lawnchair,lawnchair_folded.jpg,a,folded,lawnchair
pineapple,pineapple_sliced.jpg,a,sliced,pineapple
cigarette,cigarette_broken.jpg,a,broken,cigarette
fridge,fridge_closed.jpg,b,closed,fridge
bill,bill_rolled.jpg,a,rolled,bill
backpack,backpack_closed.jpg,b,closed,backpack
watermelon,watermelon_sliced.jpg,a,sliced,watermelon
stapler,stapler_open.jpg,a,open,stapler
cup,cup_clean.jpg,b,clean,cup
filefolder,filefolder_open.jpg,a,open,file folder
egg,egg_broken.jpg,a,broken,egg
orange,orange_unpeeled.jpg,b,unpeeled,orange
pot,pot_closed.jpg,b,closed,pot
tire,tire_whole.jpg,b,whole,tire
banana,banana_unpeeled.jpg,b,unpeeled,banana
gate,gate_open.jpg,a,open,gate
pickle,pickle_unsliced.jpg,b,unsliced,pickle
car,car_dirty.jpg,a,dirty,car
eggcarton,eggcarton_full.jpg,b,full,egg carton
lawnchair,lawnchair_unfolded.jpg,b,unfolded,lawnchair
cabinet,cabinet_open.jpg,a,open,cabinet
cdplayer,cdplayer_open.jpg,a,open,cd player
rug,rug_unrolled.jpg,b,unrolled,rug
safetypin,safetypin_straight.jpg,b,straight,safety pin
dishwasher,dishwasher_closed.jpg,b,closed,dishwasher
kiwi,kiwi_unsliced.jpg,b,unsliced,kiwi
sugarpacket,sugarpacket_whole.jpg,b,whole,sugar packet
pizza,pizza_sliced.jpg,a,sliced,pizza
wineglass,wineglass_empty.jpg,a,empty,wineglass
cracker,cracker_whole.jpg,b,whole,cracker
waterbottle,waterbottle_closed.jpg,b,closed,waterbottle
garbagecan,garbagecan_empty.jpg,a,empty,garbage can
lock,lock_closed.jpg,b,closed,lock
shoppingcart,shoppingcart_full.jpg,b,full,shopping cart
dish,dish_dirty.jpg,a,dirty,dish
glasses,glasses_whole.jpg,b,whole,glasses
