object,image,state,adj,words_w2v
cabinet,cabinet_closed.jpg,b,closed,cabinet
shoe,shoe_dirty.jpg,a,dirty,shoe
garbagecan,garbagecan_full.jpg,b,full,garbage can
table,table_broken.jpg,a,broken,table
mirror,mirror_broken.jpg,a,broken,mirror
book,book_closed.jpg,b,closed,book
fence,fence_broken.jpg,a,broken,fence
kiwi,kiwi_sliced.jpg,a,sliced,kiwi
road,road_straight.jpg,b,straight,road
backpack,backpack_open.jpg,a,open,backpack
chocolatebar,chocolatebar_whole.jpg,b,whole,chocolate bar
notepad,notepad_whole.jpg,b,whole,notepad
soccerball,soccerball_clean.jpg,b,clean,soccerball
notepad,notepad_ripped.jpg,a,ripped,notepad
garbagecan,garbagecan_empty.jpg,a,empty,garbage can
apple,apple_unsliced.jpg,b,unsliced,apple
blanket,blanket_unfolded.jpg,b,unfolded,blanket
stovetop,stovetop_dirty.jpg,a,dirty,stovetop
watermelon,watermelon_sliced.jpg,a,sliced,watermelon
magnet,magnet_bent.jpg,a,bent,magnet
dish,dish_clean.jpg,b,clean,dish
stapler,stapler_closed.jpg,b,closed,stapler
carrot,carrot_unpeeled.jpg,b,unpeeled,carrot
tire,tire_broken.jpg,a,broken,tire
sleepingbag,sleepingbag_unrolled.jpg,b,unrolled,sleeping bag
marker,marker_closed.jpg,b,closed,marker
garlic,garlic_peeled.jpg,a,peeled,garlic
pencil,pencil_broken.jpg,a,broken,pencil
yogamat,yogamat_unrolled.jpg,b,unrolled,yoga mat
lime,lime_unsliced.jpg,b,unsliced,lime
tire,tire_whole.jpg,b,whole,tire
bill,bill_unrolled.jpg,b,unrolled,bill
laptop,laptop_open.jpg,a,open,laptop
ladder,ladder_unfolded.jpg,b,unfolded,ladder
pickle,pickle_unsliced.jpg,b,unsliced,pickle
yogamat,yogamat_rolled.jpg,a,rolled,yoga mat
bucket,bucket_dirty.jpg,a,dirty,bucket
glasses,glasses_whole.jpg,b,whole,glasses
naan,naan_ripped.jpg,a,ripped,naan
chipbag,chipbag_ripped.jpg,a,ripped,chip bag
couch,couch_dirty.jpg,a,dirty,couch
wineglass,wineglass_empty.jpg,a,empty,wineglass
marker,marker_open.jpg,a,open,marker
plate,plate_broken.jpg,a,broken,plate
paper,paper_folded.jpg,a,folded,paper
spoon,spoon_dirty.jpg,a,dirty,spoon
potato,potato_clean.jpg,b,clean,potato
vase,vase_whole.jpg,b,whole,vase
door,door_open.jpg,a,open,door
safetypin,safetypin_bent.jpg,a,bent,safety pin
can,can_closed.jpg,b,closed,can
wallet,wallet_closed.jpg,b,closed,wallet
rug,rug_rolled.jpg,a,rolled,rug
filefolder,filefolder_closed.jpg,b,closed,file folder
onion,onion_unpeeled.jpg,b,unpeeled,onion
waterpipe,waterpipe_bent.jpg,a,bent,waterpipe
fridge,fridge_closed.jpg,b,closed,fridge
hamper,hamper_full.jpg,b,full,hamper
paperclip,paperclip_bent.jpg,a,bent,paperclip
cracker,cracker_whole.jpg,b,whole,cracker
treasurechest,treasurechest_closed.jpg,b,closed,treasure chest
naan,naan_whole.jpg,b,whole,naan
cigarette,cigarette_broken.jpg,a,broken,cigarette
cracker,cracker_broken.jpg,a,broken,cracker
backpack,backpack_closed.jpg,b,closed,backpack
straw,straw_straight.jpg,b,straight,straw
kiwi,kiwi_unsliced.jpg,b,unsliced,kiwi
juicebottle,juicebottle_open.jpg,a,open,juice bottle
paperclip,paperclip_straight.jpg,b,straight,paperclip
sleepingbag,sleepingbag_rolled.jpg,a,rolled,sleeping bag
cdplayer,cdplayer_open.jpg,a,open,cd player
table,table_whole.jpg,b,whole,table
envelope,envelope_ripped.jpg,a,ripped,envelope
can,can_open.jpg,a,open,can
