object,image,state,adj,words_w2v
wallet,wallet_open.jpg,a,open,wallet
rug,rug_unrolled.jpg,b,unrolled,rug
waterbottle,waterbottle_open.jpg,a,open,waterbottle
potato,potato_clean.jpg,b,clean,potato
vase,vase_broken.jpg,a,broken,vase
kiwi,kiwi_unsliced.jpg,b,unsliced,kiwi
cracker,cracker_whole.jpg,b,whole,cracker
garbagecan,garbagecan_full.jpg,b,full,garbage can
juicebottle,juicebottle_open.jpg,a,open,juice bottle
dish,dish_dirty.jpg,a,dirty,dish
road,road_curved.jpg,a,curved,road
chestofdrawers,chestofdrawers_open.jpg,a,open,chest of drawers
eye,eye_open.jpg,a,open,eye
pot,pot_closed.jpg,b,closed,pot
soccerball,soccerball_clean.jpg,b,clean,soccerball
ladder,ladder_unfolded.jpg,b,unfolded,ladder
lime,lime_unsliced.jpg,b,unsliced,lime
sweater,sweater_unfolded.jpg,b,unfolded,sweater
microwave,microwave_open.jpg,a,open,microwave
laptop,laptop_open.jpg,a,open,laptop
pizza,pizza_sliced.jpg,a,sliced,pizza
ladder,ladder_folded.jpg,a,folded,ladder
gloves,gloves_clean.jpg,b,clean,gloves
onion,onion_unpeeled.jpg,b,unpeeled,onion
scissors,scissors_open.jpg,a,open,scissors
couch,couch_clean.jpg,b,clean,couch
magnet,magnet_straight.jpg,b,straight,magnet
stovetop,stovetop_dirty.jpg,a,dirty,stovetop
apple,apple_unsliced.jpg,b,unsliced,apple
plate,plate_broken.jpg,a,broken,plate
stapler,stapler_closed.jpg,b,closed,stapler
chain,chain_whole.jpg,b,whole,chain
table,table_broken.jpg,a,broken,table
tire,tire_broken.jpg,a,broken,tire
shoelace,shoelace_tied.jpg,a,tied,shoelace
garlic,garlic_peeled.jpg,a,peeled,garlic
shoppingcart,shoppingcart_empty.jpg,a,empty,shopping cart
cigarette,cigarette_whole.jpg,b,whole,cigarette
bucket,bucket_clean.jpg,b,clean,bucket
chocolatebar,chocolatebar_whole.jpg,b,whole,chocolate bar
lock,lock_closed.jpg,b,closed,lock
magnet,magnet_bent.jpg,a,bent,magnet
seatbelt,seatbelt_open.jpg,a,open,seatbelt
naan,naan_whole.jpg,b,whole,naan
piggybank,piggybank_broken.jpg,a,broken,piggybank
carrot,carrot_unpeeled.jpg,b,unpeeled,carrot
soccerball,soccerball_dirty.jpg,a,dirty,soccerball
treasurechest,treasurechest_closed.jpg,b,closed,treasure chest
staircase,staircase_straight.jpg,b,straight,staircase
napkin,napkin_folded.jpg,a,folded,napkin
apple,apple_sliced.jpg,a,sliced,apple
hamper,hamper_empty.jpg,a,empty,hamper
dish,dish_clean.jpg,b,clean,dish
paper,paper_folded.jpg,a,folded,paper
pig,pig_clean.jpg,b,clean,pig
dishwasher,dishwasher_closed.jpg,b,closed,dishwasher
orange,orange_peeled.jpg,a,peeled,orange
cabinet,cabinet_open.jpg,a,open,cabinet
hands,hands_dirty.jpg,a,dirty,hands
suitcase,suitcase_closed.jpg,b,closed,suitcase
sugarpacket,sugarpacket_whole.jpg,b,whole,sugar packet
scissors,scissors_closed.jpg,b,closed,scissors
book,book_closed.jpg,b,closed,book
filefolder,filefolder_closed.jpg,b,closed,file folder
wineglass,wineglass_full.jpg,b,full,wineglass
cdplayer,cdplayer_open.jpg,a,open,cd player
chapstick,chapstick_closed.jpg,b,closed,chapstick
hands,hands_clean.jpg,b,clean,hands
pineapple,pineapple_unsliced.jpg,b,unsliced,pineapple
dishwasher,dishwasher_open.jpg,a,open,dishwasher
salami,salami_sliced.jpg,a,sliced,salami
envelope,envelope_ripped.jpg,a,ripped,envelope
hamper,hamper_full.jpg,b,full,hamper
napkin,napkin_unfolded.jpg,b,unfolded,napkin
carrot,carrot_peeled.jpg,a,peeled,carrot
shoe,shoe_dirty.jpg,a,dirty,shoe
fridge,fridge_open.jpg,a,open,fridge
nail,nail_bent.jpg,a,bent,nail
potato,potato_dirty.jpg,a,dirty,potato
pencil,pencil_whole.jpg,b,whole,pencil
