object,image,state,adj,words_w2v
watermelon,watermelon_sliced.jpg,a,sliced,watermelon
chipbag,chipbag_ripped.jpg,a,ripped,chip bag
couch,couch_dirty.jpg,a,dirty,couch
wineglass,wineglass_full.jpg,b,full,wineglass
potato,potato_clean.jpg,b,clean,potato
waterbottle,waterbottle_closed.jpg,b,closed,waterbottle
sugarpacket,sugarpacket_whole.jpg,b,whole,sugar packet
chestofdrawers,chestofdrawers_closed.jpg,b,closed,chest of drawers
eggcarton,eggcarton_empty.jpg,a,empty,egg carton
filefolder,filefolder_closed.jpg,b,closed,file folder
piggybank,piggybank_broken.jpg,a,broken,piggybank
envelope,envelope_ripped.jpg,a,ripped,envelope
boot,boot_clean.jpg,b,clean,boot
stovetop,stovetop_clean.jpg,b,clean,stovetop
hands,hands_clean.jpg,b,clean,hands
dish,dish_dirty.jpg,a,dirty,dish
car,car_clean.jpg,b,clean,car
juicebottle,juicebottle_open.jpg,a,open,juice bottle
blanket,blanket_unfolded.jpg,b,unfolded,blanket
stapler,stapler_closed.jpg,b,closed,stapler
sugarpacket,sugarpacket_ripped.jpg,a,ripped,sugar packet
backpack,backpack_closed.jpg,b,closed,backpack
apple,apple_unsliced.jpg,b,unsliced,apple
laptop,laptop_open.jpg,a,open,laptop
chocolatebar,chocolatebar_broken.jpg,a,broken,chocolate bar
staircase,staircase_curved.jpg,a,curved,staircase
paperclip,paperclip_straight.jpg,b,straight,paperclip
cabinet,cabinet_open.jpg,a,open,cabinet
microwave,microwave_closed.jpg,b,closed,microwave
shoppingcart,shoppingcart_full.jpg,b,full,shopping cart
eye,eye_open.jpg,a,open,eye
dishwasher,dishwasher_open.jpg,a,open,dishwasher
banana,banana_peeled.jpg,a,peeled,banana
filefolder,filefolder_open.jpg,a,open,file folder
pencil,pencil_whole.jpg,b,whole,pencil
cracker,cracker_broken.jpg,a,broken,cracker
boot,boot_dirty.jpg,a,dirty,boot
pickle,pickle_sliced.jpg,a,sliced,pickle
seatbelt,seatbelt_open.jpg,a,open,seatbelt
fridge,fridge_closed.jpg,b,closed,fridge
cracker,cracker_whole.jpg,b,whole,cracker
pencil,pencil_broken.jpg,a,broken,pencil
yogamat,yogamat_unrolled.jpg,b,unrolled,yoga mat
garlic,garlic_unpeeled.jpg,b,unpeeled,garlic
sweater,sweater_folded.jpg,a,folded,sweater
wineglass,wineglass_empty.jpg,a,empty,wineglass
carrot,carrot_unpeeled.jpg,b,unpeeled,carrot
marker,marker_open.jpg,a,open,marker
paperclip,paperclip_bent.jpg,a,bent,paperclip
naan,naan_ripped.jpg,a,ripped,naan
pot,pot_open.jpg,a,open,pot
pig,pig_dirty.jpg,a,dirty,pig
magnet,magnet_straight.jpg,b,straight,magnet
eggcarton,eggcarton_full.jpg,b,full,egg carton
table,table_whole.jpg,b,whole,table
jar,jar_full.jpg,b,full,jar
paper,paper_unfolded.jpg,b,unfolded,paper
salami,salami_sliced.jpg,a,sliced,salami
treasurechest,treasurechest_open.jpg,a,open,treasure chest
pot,pot_closed.jpg,b,closed,pot
gloves,gloves_clean.jpg,b,clean,gloves
vase,vase_broken.jpg,a,broken,vase
chapstick,chapstick_open.jpg,a,open,chapstick
pizza,pizza_sliced.jpg,a,sliced,pizza
road,road_curved.jpg,a,curved,road
backpack,backpack_open.jpg,a,open,backpack
pickle,pickle_unsliced.jpg,b,unsliced,pickle
shoelace,shoelace_tied.jpg,a,tied,shoelace
plate,plate_whole.jpg,b,whole,plate
scissors,scissors_closed.jpg,b,closed,scissors
microwave,microwave_open.jpg,a,open,microwave
lock,lock_open.jpg,a,open,lock
napkin,napkin_folded.jpg,a,folded,napkin
pineapple,pineapple_unsliced.jpg,b,unsliced,pineapple
gloves,gloves_dirty.jpg,a,dirty,gloves
egg,egg_broken.jpg,a,broken,egg
suitcase,suitcase_open.jpg,a,open,suitcase
napkin,napkin_unfolded.jpg,b,unfolded,napkin
gate,gate_closed.jpg,b,closed,gate
