object,image,state,adj,words_w2v
lawnchair,lawnchair_unfolded.jpg,b,unfolded,lawnchair
pot,pot_closed.jpg,b,closed,pot
boot,boot_clean.jpg,b,clean,boot
wallet,wallet_open.jpg,a,open,wallet
milkcarton,milkcarton_closed.jpg,b,closed,milk carton
scissors,scissors_closed.jpg,b,closed,scissors
book,book_open.jpg,a,open,book
stovetop,stovetop_clean.jpg,b,clean,stovetop
table,table_whole.jpg,b,whole,table
suitcase,suitcase_closed.jpg,b,closed,suitcase
napkin,napkin_folded.jpg,a,folded,napkin
mirror,mirror_broken.jpg,a,broken,mirror
dish,dish_dirty.jpg,a,dirty,dish
laptop,laptop_closed.jpg,b,closed,laptop
carrot,carrot_peeled.jpg,a,peeled,carrot
shoppingcart,shoppingcart_empty.jpg,a,empty,shopping cart
soccerball,soccerball_dirty.jpg,a,dirty,soccerball
apple,apple_sliced.jpg,a,sliced,apple
road,road_curved.jpg,a,curved,road
eggcarton,eggcarton_full.jpg,b,full,egg carton
chestofdrawers,chestofdrawers_closed.jpg,b,closed,chest of drawers
can,can_closed.jpg,b,closed,can
juicebottle,juicebottle_open.jpg,a,open,juice bottle
car,car_clean.jpg,b,clean,car
stovetop,stovetop_dirty.jpg,a,dirty,stovetop
staircase,staircase_straight.jpg,b,straight,staircase
eggcarton,eggcarton_empty.jpg,a,empty,egg carton
marker,marker_closed.jpg,b,closed,marker
cigarette,cigarette_broken.jpg,a,broken,cigarette
plate,plate_whole.jpg,b,whole,plate
egg,egg_whole.jpg,b,whole,egg
pizza,pizza_unsliced.jpg,b,unsliced,pizza
chestofdrawers,chestofdrawers_open.jpg,a,open,chest of drawers
chapstick,chapstick_closed.jpg,b,closed,chapstick
shoelace,shoelace_tied.jpg,a,tied,shoelace
pig,pig_clean.jpg,b,clean,pig
seatbelt,seatbelt_open.jpg,a,open,seatbelt
watermelon,watermelon_sliced.jpg,a,sliced,watermelon
bill,bill_unrolled.jpg,b,unrolled,bill
nail,nail_straight.jpg,b,straight,nail
milkcarton,milkcarton_open.jpg,a,open,milk carton
kiwi,kiwi_unsliced.jpg,b,unsliced,kiwi
egg,egg_broken.jpg,a,broken,egg
chapstick,chapstick_open.jpg,a,open,chapstick
napkin,napkin_unfolded.jpg,b,unfolded,napkin
garlic,garlic_unpeeled.jpg,b,unpeeled,garlic
mirror,mirror_whole.jpg,b,whole,mirror
sleepingbag,sleepingbag_rolled.jpg,a,rolled,sleeping bag
piggybank,piggybank_whole.jpg,b,whole,piggybank
dishwasher,dishwasher_closed.jpg,b,closed,dishwasher
blanket,blanket_unfolded.jpg,b,unfolded,blanket
