object,image,state,adj,words_w2v
milkcarton,milkcarton_open.jpg,a,open,milk carton
blanket,blanket_unfolded.jpg,b,unfolded,blanket
wineglass,wineglass_full.jpg,b,full,wineglass
carrot,carrot_unpeeled.jpg,b,unpeeled,carrot
sleepingbag,sleepingbag_rolled.jpg,a,rolled,sleeping bag
garlic,garlic_peeled.jpg,a,peeled,garlic
chapstick,chapstick_open.jpg,a,open,chapstick
egg,egg_whole.jpg,b,whole,egg
cigarette,cigarette_broken.jpg,a,broken,cigarette
paperclip,paperclip_bent.jpg,a,bent,paperclip
egg,egg_broken.jpg,a,broken,egg
chestofdrawers,chestofdrawers_closed.jpg,b,closed,chest of drawers
watermelon,watermelon_sliced.jpg,a,sliced,watermelon
rug,rug_rolled.jpg,a,rolled,rug
watermelon,watermelon_unsliced.jpg,b,unsliced,watermelon
chipbag,chipbag_ripped.jpg,a,ripped,chip bag
lawnchair,lawnchair_unfolded.jpg,b,unfolded,lawnchair
eye,eye_open.jpg,a,open,eye
couch,couch_clean.jpg,b,clean,couch
bucket,bucket_dirty.jpg,a,dirty,bucket
salami,salami_unsliced.jpg,b,unsliced,salami
suitcase,suitcase_open.jpg,a,open,suitcase
hands,hands_dirty.jpg,a,dirty,hands
straw,straw_bent.jpg,a,bent,straw
waterbottle,waterbottle_closed.jpg,b,closed,waterbottle
pot,pot_closed.jpg,b,closed,pot
filefolder,filefolder_open.jpg,a,open,file folder
lock,lock_open.jpg,a,open,lock
fridge,fridge_closed.jpg,b,closed,fridge
yogamat,yogamat_rolled.jpg,a,rolled,yoga mat
milkcarton,milkcarton_closed.jpg,b,closed,milk carton
notepad,notepad_ripped.jpg,a,ripped,notepad
dishwasher,dishwasher_open.jpg,a,open,dishwasher
gloves,gloves_clean.jpg,b,clean,gloves
fridge,fridge_open.jpg,a,open,fridge
banana,banana_unpeeled.jpg,b,unpeeled,banana
garbagecan,garbagecan_full.jpg,b,full,garbage can
road,road_straight.jpg,b,straight,road
marker,marker_open.jpg,a,open,marker
juicebottle,juicebottle_closed.jpg,b,closed,juice bottle
pig,pig_dirty.jpg,a,dirty,pig
pencil,pencil_broken.jpg,a,broken,pencil
waterbottle,waterbottle_open.jpg,a,open,waterbottle
can,can_open.jpg,a,open,can
spoon,spoon_dirty.jpg,a,dirty,spoon
mirror,mirror_whole.jpg,b,whole,mirror
cookie,cookie_broken.jpg,a,broken,cookie
lime,lime_sliced.jpg,a,sliced,lime
chipbag,chipbag_whole.jpg,b,whole,chip bag
orange,orange_peeled.jpg,a,peeled,orange
jar,jar_full.jpg,b,full,jar
blanket,blanket_folded.jpg,a,folded,blanket
shoppingcart,shoppingcart_full.jpg,b,full,shopping cart
tire,tire_whole.jpg,b,whole,tire
kiwi,kiwi_sliced.jpg,a,sliced,kiwi
scissors,scissors_closed.jpg,b,closed,scissors
sweater,sweater_unfolded.jpg,b,unfolded,sweater
mirror,mirror_broken.jpg,a,broken,mirror
garlic,garlic_unpeeled.jpg,b,unpeeled,garlic
backpack,backpack_closed.jpg,b,closed,backpack
soccerball,soccerball_dirty.jpg,a,dirty,soccerball
cigarette,cigarette_whole.jpg,b,whole,cigarette
onion,onion_unpeeled.jpg,b,unpeeled,onion
notepad,notepad_whole.jpg,b,whole,notepad
onion,onion_peeled.jpg,a,peeled,onion
bucket,bucket_clean.jpg,b,clean,bucket
apple,apple_sliced.jpg,a,sliced,apple
seatbelt,seatbelt_closed.jpg,b,closed,seatbelt
fence,fence_broken.jpg,a,broken,fence
towel,towel_folded.jpg,a,folded,towel
microwave,microwave_closed.jpg,b,closed,microwave
glasses,glasses_whole.jpg,b,whole,glasses
magnet,magnet_straight.jpg,b,straight,magnet
napkin,napkin_folded.jpg,a,folded,napkin
potato,potato_clean.jpg,b,clean,potato
seatbelt,seatbelt_open.jpg,a,open,seatbelt
eggcarton,eggcarton_full.jpg,b,full,egg carton
door,door_closed.jpg,b,closed,door
stovetop,stovetop_clean.jpg,b,clean,stovetop
