object,image,state,adj,words_w2v
seatbelt,seatbelt_closed.jpg,b,closed,seatbelt
dish,dish_clean.jpg,b,clean,dish
piggybank,piggybank_broken.jpg,a,broken,piggybank
filefolder,filefolder_open.jpg,a,open,file folder
paper,paper_unfolded.jpg,b,unfolded,paper
microwave,microwave_closed.jpg,b,closed,microwave
ladder,ladder_folded.jpg,a,folded,ladder
pizza,pizza_unsliced.jpg,b,unsliced,pizza
yogamat,yogamat_rolled.jpg,a,rolled,yoga mat
piggybank,piggybank_whole.jpg,b,whole,piggybank
orange,orange_peeled.jpg,a,peeled,orange
couch,couch_dirty.jpg,a,dirty,couch
stapler,stapler_closed.jpg,b,closed,stapler
ladder,ladder_unfolded.jpg,b,unfolded,ladder
blanket,blanket_unfolded.jpg,b,unfolded,blanket
naan,naan_whole.jpg,b,whole,naan
banana,banana_peeled.jpg,a,peeled,banana
fence,fence_whole.jpg,b,whole,fence
suitcase,suitcase_closed.jpg,b,closed,suitcase
cookie,cookie_broken.jpg,a,broken,cookie
pig,pig_clean.jpg,b,clean,pig
garbagecan,garbagecan_empty.jpg,a,empty,garbage can
eggcarton,eggcarton_empty.jpg,a,empty,egg carton
door,door_open.jpg,a,open,door
towel,towel_unfolded.jpg,b,unfolded,towel
onion,onion_unpeeled.jpg,b,unpeeled,onion
pizza,pizza_sliced.jpg,a,sliced,pizza
lime,lime_unsliced.jpg,b,unsliced,lime
gloves,gloves_clean.jpg,b,clean,gloves
garbagecan,garbagecan_full.jpg,b,full,garbage can
wallet,wallet_closed.jpg,b,closed,wallet
waterpipe,waterpipe_bent.jpg,a,bent,waterpipe
fridge,fridge_open.jpg,a,open,fridge
bill,bill_unrolled.jpg,b,unrolled,bill
tire,tire_broken.jpg,a,broken,tire
shoelace,shoelace_untied.jpg,b,untied,shoelace
mirror,mirror_broken.jpg,a,broken,mirror
scissors,scissors_closed.jpg,b,closed,scissors
straw,straw_bent.jpg,a,bent,straw
egg,egg_broken.jpg,a,broken,egg
mirror,mirror_whole.jpg,b,whole,mirror
waterbottle,waterbottle_closed.jpg,b,closed,waterbottle
book,book_closed.jpg,b,closed,book
marker,marker_closed.jpg,b,closed,marker
juicebottle,juicebottle_open.jpg,a,open,juice bottle
car,car_clean.jpg,b,clean,car
hamper,hamper_empty.jpg,a,empty,hamper
yogamat,yogamat_unrolled.jpg,b,unrolled,yoga mat
pencil,pencil_whole.jpg,b,whole,pencil
filefolder,filefolder_closed.jpg,b,closed,file folder
pot,pot_open.jpg,a,open,pot
notepad,notepad_whole.jpg,b,whole,notepad
can,can_open.jpg,a,open,can
bread,bread_sliced.jpg,a,sliced,bread
shoe,shoe_clean.jpg,b,clean,shoe
door,door_closed.jpg,b,closed,door
stovetop,stovetop_clean.jpg,b,clean,stovetop
sleepingbag,sleepingbag_rolled.jpg,a,rolled,sleeping bag
potato,potato_dirty.jpg,a,dirty,potato
staircase,staircase_straight.jpg,b,straight,staircase
potato,potato_clean.jpg,b,clean,potato
napkin,napkin_folded.jpg,a,folded,napkin
treasurechest,treasurechest_open.jpg,a,open,treasure chest
garlic,garlic_unpeeled.jpg,b,unpeeled,garlic
dishwasher,dishwasher_open.jpg,a,open,dishwasher
hamper,hamper_full.jpg,b,full,hamper
salami,salami_unsliced.jpg,b,unsliced,salami
microwave,microwave_open.jpg,a,open,microwave
gloves,gloves_dirty.jpg,a,dirty,gloves
watermelon,watermelon_unsliced.jpg,b,unsliced,watermelon
gate,gate_closed.jpg,b,closed,gate
seatbelt,seatbelt_open.jpg,a,open,seatbelt
cracker,cracker_whole.jpg,b,whole,cracker
notepad,notepad_ripped.jpg,a,ripped,notepad
bill,bill_rolled.jpg,a,rolled,bill
safetypin,safetypin_straight.jpg,b,straight,safety pin
carrot,carrot_unpeeled.jpg,b,unpeeled,carrot
table,table_broken.jpg,a,broken,table
blanket,blanket_folded.jpg,a,folded,blanket
boot,boot_clean.jpg,b,clean,boot
shoppingcart,shoppingcart_empty.jpg,a,empty,shopping cart
spoon,spoon_clean.jpg,b,clean,spoon
road,road_straight.jpg,b,straight,road
chain,chain_broken.jpg,a,broken,chain
sugarpacket,sugarpacket_ripped.jpg,a,ripped,sugar packet
glasses,glasses_whole.jpg,b,whole,glasses
book,book_open.jpg,a,open,book
bucket,bucket_clean.jpg,b,clean,bucket
eye,eye_closed.jpg,b,closed,eye
backpack,backpack_open.jpg,a,open,backpack
chocolatebar,chocolatebar_whole.jpg,b,whole,chocolate bar
tire,tire_whole.jpg,b,whole,tire
cookie,cookie_whole.jpg,b,whole,cookie
chain,chain_whole.jpg,b,whole,chain
lock,lock_closed.jpg,b,closed,lock
pot,pot_closed.jpg,b,closed,pot
marker,marker_open.jpg,a,open,marker
envelope,envelope_ripped.jpg,a,ripped,envelope
stovetop,stovetop_dirty.jpg,a,dirty,stovetop
cigarette,cigarette_whole.jpg,b,whole,cigarette
hands,hands_dirty.jpg,a,dirty,hands
chocolatebar,chocolatebar_broken.jpg,a,broken,chocolate bar
bucket,bucket_dirty.jpg,a,dirty,bucket
watermelon,watermelon_sliced.jpg,a,sliced,watermelon
laptop,laptop_open.jpg,a,open,laptop
fence,fence_broken.jpg,a,broken,fence
scissors,scissors_open.jpg,a,open,scissors
apple,apple_sliced.jpg,a,sliced,apple
sweater,sweater_unfolded.jpg,b,unfolded,sweater
dish,dish_dirty.jpg,a,dirty,dish
cigarette,cigarette_broken.jpg,a,broken,cigarette
magnet,magnet_bent.jpg,a,bent,magnet
wallet,wallet_open.jpg,a,open,wallet
vase,vase_whole.jpg,b,whole,vase
road,road_curved.jpg,a,curved,road
wineglass,wineglass_full.jpg,b,full,wineglass
suitcase,suitcase_open.jpg,a,open,suitcase
waterpipe,waterpipe_straight.jpg,b,straight,waterpipe
fridge,fridge_closed.jpg,b,closed,fridge
shoelace,shoelace_tied.jpg,a,tied,shoelace
car,car_dirty.jpg,a,dirty,car
cabinet,cabinet_closed.jpg,b,closed,cabinet
milkcarton,milkcarton_closed.jpg,b,closed,milk carton
cdplayer,cdplayer_closed.jpg,b,closed,cd player
straw,straw_straight.jpg,b,straight,straw
plate,plate_broken.jpg,a,broken,plate
nail,nail_bent.jpg,a,bent,nail
pineapple,pineapple_unsliced.jpg,b,unsliced,pineapple
sleepingbag,sleepingbag_unrolled.jpg,b,unrolled,sleeping bag
cracker,cracker_broken.jpg,a,broken,cracker
staircase,staircase_curved.jpg,a,curved,staircase
naan,naan_ripped.jpg,a,ripped,naan
