object,image,state,adj,words_w2v
onion,onion_peeled.jpg,a,peeled,onion
car,car_dirty.jpg,a,dirty,car
glasses,glasses_whole.jpg,b,whole,glasses
piggybank,piggybank_broken.jpg,a,broken,piggybank
bread,bread_sliced.jpg,a,sliced,bread
lock,lock_closed.jpg,b,closed,lock
cigarette,cigarette_whole.jpg,b,whole,cigarette
shoelace,shoelace_untied.jpg,b,untied,shoelace
dish,dish_dirty.jpg,a,dirty,dish
treasurechest,treasurechest_open.jpg,a,open,treasure chest
microwave,microwave_closed.jpg,b,closed,microwave
piggybank,piggybank_whole.jpg,b,whole,piggybank
table,table_broken.jpg,a,broken,table
soccerball,soccerball_clean.jpg,b,clean,soccerball
towel,towel_unfolded.jpg,b,unfolded,towel
apple,apple_unsliced.jpg,b,unsliced,apple
cabinet,cabinet_open.jpg,a,open,cabinet
pot,pot_closed.jpg,b,closed,pot
pizza,pizza_sliced.jpg,a,sliced,pizza
seatbelt,seatbelt_open.jpg,a,open,seatbelt
yogamat,yogamat_rolled.jpg,a,rolled,yoga mat
dishwasher,dishwasher_open.jpg,a,open,dishwasher
kiwi,kiwi_unsliced.jpg,b,unsliced,kiwi
dish,dish_clean.jpg,b,clean,dish
cdplayer,cdplayer_open.jpg,a,open,cd player
blanket,blanket_folded.jpg,a,folded,blanket
potato,potato_dirty.jpg,a,dirty,potato
stovetop,stovetop_dirty.jpg,a,dirty,stovetop
notepad,notepad_whole.jpg,b,whole,notepad
carrot,carrot_unpeeled.jpg,b,unpeeled,carrot
plate,plate_broken.jpg,a,broken,plate
envelope,envelope_ripped.jpg,a,ripped,envelope
shoppingcart,shoppingcart_full.jpg,b,full,shopping cart
lock,lock_open.jpg,a,open,lock
chipbag,chipbag_ripped.jpg,a,ripped,chip bag
bread,bread_unsliced.jpg,b,unsliced,bread
notepad,notepad_ripped.jpg,a,ripped,notepad
pineapple,pineapple_unsliced.jpg,b,unsliced,pineapple
rug,rug_unrolled.jpg,b,unrolled,rug
carrot,carrot_peeled.jpg,a,peeled,carrot
door,door_closed.jpg,b,closed,door
plate,plate_whole.jpg,b,whole,plate
boot,boot_dirty.jpg,a,dirty,boot
car,car_clean.jpg,b,clean,car
lime,lime_unsliced.jpg,b,unsliced,lime
magnet,magnet_straight.jpg,b,straight,magnet
naan,naan_ripped.jpg,a,ripped,naan
garbagecan,garbagecan_empty.jpg,a,empty,garbage can
mirror,mirror_whole.jpg,b,whole,mirror
wallet,wallet_open.jpg,a,open,wallet
pot,pot_open.jpg,a,open,pot
lime,lime_sliced.jpg,a,sliced,lime
filefolder,filefolder_closed.jpg,b,closed,file folder
lawnchair,lawnchair_folded.jpg,a,folded,lawnchair
potato,potato_clean.jpg,b,clean,potato
straw,straw_bent.jpg,a,bent,straw
paperclip,paperclip_bent.jpg,a,bent,paperclip
milkcarton,milkcarton_closed.jpg,b,closed,milk carton
shoe,shoe_clean.jpg,b,clean,shoe
book,book_closed.jpg,b,closed,book
hamper,hamper_empty.jpg,a,empty,hamper
couch,couch_dirty.jpg,a,dirty,couch
gate,gate_open.jpg,a,open,gate
