object,image,state,adj,words_w2v
spoon,spoon_clean.jpg,b,clean,spoon
sweater,sweater_unfolded.jpg,b,unfolded,sweater
apple,apple_unsliced.jpg,b,unsliced,apple
backpack,backpack_open.jpg,a,open,backpack
pickle,pickle_unsliced.jpg,b,unsliced,pickle
piggybank,piggybank_broken.jpg,a,broken,piggybank
notepad,notepad_whole.jpg,b,whole,notepad
pot,pot_open.jpg,a,open,pot
gloves,gloves_clean.jpg,b,clean,gloves
filefolder,filefolder_open.jpg,a,open,file folder
dishwasher,dishwasher_open.jpg,a,open,dishwasher
envelope,envelope_whole.jpg,b,whole,envelope
pig,pig_dirty.jpg,a,dirty,pig
fridge,fridge_closed.jpg,b,closed,fridge
cdplayer,cdplayer_closed.jpg,b,closed,cd player
cup,cup_clean.jpg,b,clean,cup
tire,tire_broken.jpg,a,broken,tire
eye,eye_closed.jpg,b,closed,eye
hamper,hamper_full.jpg,b,full,hamper
banana,banana_peeled.jpg,a,peeled,banana
dish,dish_clean.jpg,b,clean,dish
bill,bill_rolled.jpg,a,rolled,bill
sleepingbag,sleepingbag_unrolled.jpg,b,unrolled,sleeping bag
onion,onion_peeled.jpg,a,peeled,onion
staircase,staircase_curved.jpg,a,curved,staircase
straw,straw_straight.jpg,b,straight,straw
chain,chain_broken.jpg,a,broken,chain
door,door_open.jpg,a,open,door
pickle,pickle_sliced.jpg,a,sliced,pickle
backpack,backpack_closed.jpg,b,closed,backpack
cracker,cracker_whole.jpg,b,whole,cracker
garbagecan,garbagecan_full.jpg,b,full,garbage can
blanket,blanket_folded.jpg,a,folded,blanket
sugarpacket,sugarpacket_ripped.jpg,a,ripped,sugar packet
salami,salami_unsliced.jpg,b,unsliced,salami
door,door_closed.jpg,b,closed,door
hands,hands_dirty.jpg,a,dirty,hands
gate,gate_open.jpg,a,open,gate
rug,rug_unrolled.jpg,b,unrolled,rug
naan,naan_whole.jpg,b,whole,naan
can,can_open.jpg,a,open,can
waterbottle,waterbottle_open.jpg,a,open,waterbottle
pencil,pencil_broken.jpg,a,broken,pencil
waterbottle,waterbottle_closed.jpg,b,closed,waterbottle
cookie,cookie_whole.jpg,b,whole,cookie
towel,towel_unfolded.jpg,b,unfolded,towel
onion,onion_unpeeled.jpg,b,unpeeled,onion
tire,tire_whole.jpg,b,whole,tire
paperclip,paperclip_bent.jpg,a,bent,paperclip
watermelon,watermelon_unsliced.jpg,b,unsliced,watermelon
shoe,shoe_clean.jpg,b,clean,shoe
notepad,notepad_ripped.jpg,a,ripped,notepad
yogamat,yogamat_rolled.jpg,a,rolled,yoga mat
wallet,wallet_closed.jpg,b,closed,wallet
banana,banana_unpeeled.jpg,b,unpeeled,banana
eye,eye_open.jpg,a,open,eye
cookie,cookie_broken.jpg,a,broken,cookie
microwave,microwave_closed.jpg,b,closed,microwave
paper,paper_unfolded.jpg,b,unfolded,paper
treasurechest,treasurechest_open.jpg,a,open,treasure chest
garlic,garlic_peeled.jpg,a,peeled,garlic
table,table_broken.jpg,a,broken,table
jar,jar_full.jpg,b,full,jar
waterpipe,waterpipe_straight.jpg,b,straight,waterpipe
cup,cup_dirty.jpg,a,dirty,cup
stapler,stapler_open.jpg,a,open,stapler
chipbag,chipbag_ripped.jpg,a,ripped,chip bag
vase,vase_broken.jpg,a,broken,vase
glasses,glasses_whole.jpg,b,whole,glasses
bucket,bucket_clean.jpg,b,clean,bucket
chain,chain_whole.jpg,b,whole,chain
fridge,fridge_open.jpg,a,open,fridge
cracker,cracker_broken.jpg,a,broken,cracker
safetypin,safetypin_straight.jpg,b,straight,safety pin
jar,jar_empty.jpg,a,empty,jar
