object,image,state,adj,words_w2v
filefolder,filefolder_closed.jpg,b,closed,file folder
rug,rug_unrolled.jpg,b,unrolled,rug
cup,cup_clean.jpg,b,clean,cup
fence,fence_broken.jpg,a,broken,fence
microwave,microwave_open.jpg,a,open,microwave
straw,straw_bent.jpg,a,bent,straw
cabinet,cabinet_closed.jpg,b,closed,cabinet
lawnchair,lawnchair_unfolded.jpg,b,unfolded,lawnchair
envelope,envelope_ripped.jpg,a,ripped,envelope
lime,lime_unsliced.jpg,b,unsliced,lime
napkin,napkin_folded.jpg,a,folded,napkin
can,can_open.jpg,a,open,can
juicebottle,juicebottle_closed.jpg,b,closed,juice bottle
paperclip,paperclip_bent.jpg,a,bent,paperclip
stovetop,stovetop_dirty.jpg,a,dirty,stovetop
boot,boot_dirty.jpg,a,dirty,boot
fence,fence_whole.jpg,b,whole,fence
eye,eye_closed.jpg,b,closed,eye
table,table_whole.jpg,b,whole,table
tire,tire_broken.jpg,a,broken,tire
cookie,cookie_broken.jpg,a,broken,cookie
plate,plate_whole.jpg,b,whole,plate
naan,naan_whole.jpg,b,whole,naan
laptop,laptop_open.jpg,a,open,laptop
vase,vase_whole.jpg,b,whole,vase
kiwi,kiwi_sliced.jpg,a,sliced,kiwi
soccerball,soccerball_dirty.jpg,a,dirty,soccerball
pizza,pizza_sliced.jpg,a,sliced,pizza
book,book_closed.jpg,b,closed,book
mirror,mirror_whole.jpg,b,whole,mirror
chain,chain_broken.jpg,a,broken,chain
staircase,staircase_curved.jpg,a,curved,staircase
glasses,glasses_whole.jpg,b,whole,glasses
soccerball,soccerball_clean.jpg,b,clean,soccerball
milkcarton,milkcarton_closed.jpg,b,closed,milk carton
eye,eye_open.jpg,a,open,eye
lock,lock_closed.jpg,b,closed,lock
carrot,carrot_unpeeled.jpg,b,unpeeled,carrot
magnet,magnet_bent.jpg,a,bent,magnet
apple,apple_unsliced.jpg,b,unsliced,apple
chipbag,chipbag_whole.jpg,b,whole,chip bag
ladder,ladder_folded.jpg,a,folded,ladder
orange,orange_unpeeled.jpg,b,unpeeled,orange
safetypin,safetypin_bent.jpg,a,bent,safety pin
suitcase,suitcase_closed.jpg,b,closed,suitcase
sugarpacket,sugarpacket_whole.jpg,b,whole,sugar packet
filefolder,filefolder_open.jpg,a,open,file folder
safetypin,safetypin_straight.jpg,b,straight,safety pin
spoon,spoon_dirty.jpg,a,dirty,spoon
wallet,wallet_closed.jpg,b,closed,wallet
nail,nail_bent.jpg,a,bent,nail
lawnchair,lawnchair_folded.jpg,a,folded,lawnchair
cigarette,cigarette_whole.jpg,b,whole,cigarette
piggybank,piggybank_whole.jpg,b,whole,piggybank
sleepingbag,sleepingbag_unrolled.jpg,b,unrolled,sleeping bag
book,book_open.jpg,a,open,book
chapstick,chapstick_closed.jpg,b,closed,chapstick
dish,dish_dirty.jpg,a,dirty,dish
hands,hands_clean.jpg,b,clean,hands
chipbag,chipbag_ripped.jpg,a,ripped,chip bag
watermelon,watermelon_unsliced.jpg,b,unsliced,watermelon
plate,plate_broken.jpg,a,broken,plate
waterpipe,waterpipe_bent.jpg,a,bent,waterpipe
chestofdrawers,chestofdrawers_open.jpg,a,open,chest of drawers
lock,lock_open.jpg,a,open,lock
notepad,notepad_ripped.jpg,a,ripped,notepad
chocolatebar,chocolatebar_whole.jpg,b,whole,chocolate bar
piggybank,piggybank_broken.jpg,a,broken,piggybank
orange,orange_peeled.jpg,a,peeled,orange
seatbelt,seatbelt_open.jpg,a,open,seatbelt
stapler,stapler_closed.jpg,b,closed,stapler
potato,potato_dirty.jpg,a,dirty,potato
wallet,wallet_open.jpg,a,open,wallet
bread,bread_unsliced.jpg,b,unsliced,bread
chapstick,chapstick_open.jpg,a,open,chapstick
salami,salami_unsliced.jpg,b,unsliced,salami
wineglass,wineglass_empty.jpg,a,empty,wineglass
pig,pig_clean.jpg,b,clean,pig
juicebottle,juicebottle_open.jpg,a,open,juice bottle
mirror,mirror_broken.jpg,a,broken,mirror
naan,naan_ripped.jpg,a,ripped,naan
marker,marker_closed.jpg,b,closed,marker
garlic,garlic_peeled.jpg,a,peeled,garlic
sweater,sweater_unfolded.jpg,b,unfolded,sweater
pot,pot_open.jpg,a,open,pot
cdplayer,cdplayer_closed.jpg,b,closed,cd player
paperclip,paperclip_straight.jpg,b,straight,paperclip
treasurechest,treasurechest_closed.jpg,b,closed,treasure chest
door,door_open.jpg,a,open,door
ladder,ladder_unfolded.jpg,b,unfolded,ladder
lime,lime_sliced.jpg,a,sliced,lime
shoe,shoe_clean.jpg,b,clean,shoe
staircase,staircase_straight.jpg,b,straight,staircase
cabinet,cabinet_open.jpg,a,open,cabinet
rug,rug_rolled.jpg,a,rolled,rug
bucket,bucket_clean.jpg,b,clean,bucket
scissors,scissors_open.jpg,a,open,scissors
boot,boot_clean.jpg,b,clean,boot
cup,cup_dirty.jpg,a,dirty,cup
gloves,gloves_clean.jpg,b,clean,gloves
table,table_broken.jpg,a,broken,table
dishwasher,dishwasher_closed.jpg,b,closed,dishwasher
magnet,magnet_straight.jpg,b,straight,magnet
nail,nail_straight.jpg,b,straight,nail
eggcarton,eggcarton_full.jpg,b,full,egg carton
treasurechest,treasurechest_open.jpg,a,open,treasure chest
car,car_clean.jpg,b,clean,car
stapler,stapler_open.jpg,a,open,stapler
hamper,hamper_empty.jpg,a,empty,hamper
gate,gate_open.jpg,a,open,gate
gloves,gloves_dirty.jpg,a,dirty,gloves
cracker,cracker_whole.jpg,b,whole,cracker
napkin,napkin_unfolded.jpg,b,unfolded,napkin
onion,onion_peeled.jpg,a,peeled,onion
garbagecan,garbagecan_full.jpg,b,full,garbage can
hamper,hamper_full.jpg,b,full,hamper
can,can_closed.jpg,b,closed,can
towel,towel_folded.jpg,a,folded,towel
sugarpacket,sugarpacket_ripped.jpg,a,ripped,sugar packet
kiwi,kiwi_unsliced.jpg,b,unsliced,kiwi
carrot,carrot_peeled.jpg,a,peeled,carrot
envelope,envelope_whole.jpg,b,whole,envelope
waterbottle,waterbottle_open.jpg,a,open,waterbottle
bill,bill_unrolled.jpg,b,unrolled,bill
suitcase,suitcase_open.jpg,a,open,suitcase
straw,straw_straight.jpg,b,straight,straw
dish,dish_clean.jpg,b,clean,dish
towel,towel_unfolded.jpg,b,unfolded,towel
bread,bread_sliced.jpg,a,sliced,bread
microwave,microwave_closed.jpg,b,closed,microwave
laptop,laptop_closed.jpg,b,closed,laptop
seatbelt,seatbelt_closed.jpg,b,closed,seatbelt
egg,egg_whole.jpg,b,whole,egg
road,road_curved.jpg,a,curved,road
banana,banana_unpeeled.jpg,b,unpeeled,banana
fridge,fridge_closed.jpg,b,closed,fridge
paper,paper_unfolded.jpg,b,unfolded,paper
jar,jar_empty.jpg,a,empty,jar
couch,couch_clean.jpg,b,clean,couch
marker,marker_open.jpg,a,open,marker
onion,onion_unpeeled.jpg,b,unpeeled,onion
wineglass,wineglass_full.jpg,b,full,wineglass
door,door_closed.jpg,b,closed,door
waterpipe,waterpipe_straight.jpg,b,straight,waterpipe
yogamat,yogamat_unrolled.jpg,b,unrolled,yoga mat
chestofdrawers,chestofdrawers_closed.jpg,b,closed,chest of drawers
pickle,pickle_unsliced.jpg,b,unsliced,pickle
paper,paper_folded.jpg,a,folded,paper
couch,couch_dirty.jpg,a,dirty,couch
pizza,pizza_unsliced.jpg,b,unsliced,pizza
notepad,notepad_whole.jpg,b,whole,notepad
bucket,bucket_dirty.jpg,a,dirty,bucket
pencil,pencil_broken.jpg,a,broken,pencil
waterbottle,waterbottle_closed.jpg,b,closed,waterbottle
salami,salami_sliced.jpg,a,sliced,salami
cigarette,cigarette_broken.jpg,a,broken,cigarette
hands,hands_dirty.jpg,a,dirty,hands
pot,pot_closed.jpg,b,closed,pot
shoelace,shoelace_tied.jpg,a,tied,shoelace
tire,tire_whole.jpg,b,whole,tire
fridge,fridge_open.jpg,a,open,fridge
car,car_dirty.jpg,a,dirty,car
egg,egg_broken.jpg,a,broken,egg
bill,bill_rolled.jpg,a,rolled,bill
cdplayer,cdplayer_open.jpg,a,open,cd player
garlic,garlic_unpeeled.jpg,b,unpeeled,garlic
road,road_straight.jpg,b,straight,road
chocolatebar,chocolatebar_broken.jpg,a,broken,chocolate bar
sweater,sweater_folded.jpg,a,folded,sweater
watermelon,watermelon_sliced.jpg,a,sliced,watermelon
shoppingcart,shoppingcart_empty.jpg,a,empty,shopping cart
banana,banana_peeled.jpg,a,peeled,banana
backpack,backpack_closed.jpg,b,closed,backpack
vase,vase_broken.jpg,a,broken,vase
gate,gate_closed.jpg,b,closed,gate
stovetop,stovetop_clean.jpg,b,clean,stovetop
shoelace,shoelace_untied.jpg,b,untied,shoelace
pig,pig_dirty.jpg,a,dirty,pig
dishwasher,dishwasher_open.jpg,a,open,dishwasher
cracker,cracker_broken.jpg,a,broken,cracker
shoe,shoe_dirty.jpg,a,dirty,shoe
potato,potato_clean.jpg,b,clean,potato
spoon,spoon_clean.jpg,b,clean,spoon
blanket,blanket_unfolded.jpg,b,unfolded,blanket
pineapple,pineapple_sliced.jpg,a,sliced,pineapple
pencil,pencil_whole.jpg,b,whole,pencil
blanket,blanket_folded.jpg,a,folded,blanket
jar,jar_full.jpg,b,full,jar
