object,image,state,adj,words_w2v
couch,couch_clean.jpg,b,clean,couch
cookie,cookie_whole.jpg,b,whole,cookie
chestofdrawers,chestofdrawers_open.jpg,a,open,chest of drawers
chocolatebar,chocolatebar_whole.jpg,b,whole,chocolate bar
straw,straw_bent.jpg,a,bent,straw
orange,orange_unpeeled.jpg,b,unpeeled,orange
towel,towel_folded.jpg,a,folded,towel
filefolder,filefolder_closed.jpg,b,closed,file folder
lawnchair,lawnchair_folded.jpg,a,folded,lawnchair
dish,dish_dirty.jpg,a,dirty,dish
sleepingbag,sleepingbag_unrolled.jpg,b,unrolled,sleeping bag
sugarpacket,sugarpacket_whole.jpg,b,whole,sugar packet
suitcase,suitcase_open.jpg,a,open,suitcase
cup,cup_clean.jpg,b,clean,cup
garlic,garlic_unpeeled.jpg,b,unpeeled,garlic
sleepingbag,sleepingbag_rolled.jpg,a,rolled,sleeping bag
filefolder,filefolder_open.jpg,a,open,file folder
door,door_closed.jpg,b,closed,door
pickle,pickle_sliced.jpg,a,sliced,pickle
rug,rug_rolled.jpg,a,rolled,rug
fridge,fridge_open.jpg,a,open,fridge
blanket,blanket_unfolded.jpg,b,unfolded,blanket
treasurechest,treasurechest_open.jpg,a,open,treasure chest
juicebottle,juicebottle_open.jpg,a,open,juice bottle
eye,eye_closed.jpg,b,closed,eye
cracker,cracker_broken.jpg,a,broken,cracker
notepad,notepad_ripped.jpg,a,ripped,notepad
shoe,shoe_clean.jpg,b,clean,shoe
cup,cup_dirty.jpg,a,dirty,cup
cabinet,cabinet_open.jpg,a,open,cabinet
pencil,pencil_broken.jpg,a,broken,pencil
road,road_straight.jpg,b,straight,road
milkcarton,milkcarton_open.jpg,a,open,milk carton
chestofdrawers,chestofdrawers_closed.jpg,b,closed,chest of drawers
pizza,pizza_unsliced.jpg,b,unsliced,pizza
tire,tire_whole.jpg,b,whole,tire
napkin,napkin_unfolded.jpg,b,unfolded,napkin
eye,eye_open.jpg,a,open,eye
pot,pot_closed.jpg,b,closed,pot
paperclip,paperclip_straight.jpg,b,straight,paperclip
book,book_open.jpg,a,open,book
wineglass,wineglass_empty.jpg,a,empty,wineglass
laptop,laptop_open.jpg,a,open,laptop
microwave,microwave_open.jpg,a,open,microwave
carrot,carrot_unpeeled.jpg,b,unpeeled,carrot
fence,fence_whole.jpg,b,whole,fence
pineapple,pineapple_unsliced.jpg,b,unsliced,pineapple
dishwasher,dishwasher_open.jpg,a,open,dishwasher
potato,potato_dirty.jpg,a,dirty,potato
glasses,glasses_broken.jpg,a,broken,glasses
lime,lime_unsliced.jpg,b,unsliced,lime
fence,fence_broken.jpg,a,broken,fence
vase,vase_broken.jpg,a,broken,vase
car,car_clean.jpg,b,clean,car
egg,egg_broken.jpg,a,broken,egg
seatbelt,seatbelt_closed.jpg,b,closed,seatbelt
bread,bread_sliced.jpg,a,sliced,bread
wineglass,wineglass_full.jpg,b,full,wineglass
kiwi,kiwi_sliced.jpg,a,sliced,kiwi
egg,egg_whole.jpg,b,whole,egg
mirror,mirror_broken.jpg,a,broken,mirror
piggybank,piggybank_broken.jpg,a,broken,piggybank
table,table_broken.jpg,a,broken,table
jar,jar_full.jpg,b,full,jar
tire,tire_broken.jpg,a,broken,tire
notepad,notepad_whole.jpg,b,whole,notepad
boot,boot_dirty.jpg,a,dirty,boot
chocolatebar,chocolatebar_broken.jpg,a,broken,chocolate bar
ladder,ladder_folded.jpg,a,folded,ladder
boot,boot_clean.jpg,b,clean,boot
waterpipe,waterpipe_bent.jpg,a,bent,waterpipe
plate,plate_whole.jpg,b,whole,plate
lock,lock_open.jpg,a,open,lock
naan,naan_ripped.jpg,a,ripped,naan
stapler,stapler_open.jpg,a,open,stapler
gate,gate_open.jpg,a,open,gate
safetypin,safetypin_straight.jpg,b,straight,safety pin
stapler,stapler_closed.jpg,b,closed,stapler
naan,naan_whole.jpg,b,whole,naan
pig,pig_dirty.jpg,a,dirty,pig
seatbelt,seatbelt_open.jpg,a,open,seatbelt
laptop,laptop_closed.jpg,b,closed,laptop
bucket,bucket_dirty.jpg,a,dirty,bucket
staircase,staircase_straight.jpg,b,straight,staircase
chipbag,chipbag_whole.jpg,b,whole,chip bag
apple,apple_sliced.jpg,a,sliced,apple
gate,gate_closed.jpg,b,closed,gate
cookie,cookie_broken.jpg,a,broken,cookie
shoe,shoe_dirty.jpg,a,dirty,shoe
spoon,spoon_dirty.jpg,a,dirty,spoon
shoppingcart,shoppingcart_full.jpg,b,full,shopping cart
paperclip,paperclip_bent.jpg,a,bent,paperclip
hands,hands_dirty.jpg,a,dirty,hands
envelope,envelope_whole.jpg,b,whole,envelope
vase,vase_whole.jpg,b,whole,vase
gloves,gloves_clean.jpg,b,clean,gloves
shoppingcart,shoppingcart_empty.jpg,a,empty,shopping cart
safetypin,safetypin_bent.jpg,a,bent,safety pin
blanket,blanket_folded.jpg,a,folded,blanket
sugarpacket,sugarpacket_ripped.jpg,a,ripped,sugar packet
plate,plate_broken.jpg,a,broken,plate
lime,lime_sliced.jpg,a,sliced,lime
soccerball,soccerball_dirty.jpg,a,dirty,soccerball
nail,nail_straight.jpg,b,straight,nail
backpack,backpack_open.jpg,a,open,backpack
banana,banana_peeled.jpg,a,peeled,banana
paper,paper_folded.jpg,a,folded,paper
magnet,magnet_bent.jpg,a,bent,magnet
scissors,scissors_closed.jpg,b,closed,scissors
microwave,microwave_closed.jpg,b,closed,microwave
yogamat,yogamat_unrolled.jpg,b,unrolled,yoga mat
envelope,envelope_ripped.jpg,a,ripped,envelope
road,road_curved.jpg,a,curved,road
jar,jar_empty.jpg,a,empty,jar
ladder,ladder_unfolded.jpg,b,unfolded,ladder
salami,salami_unsliced.jpg,b,unsliced,salami
juicebottle,juicebottle_closed.jpg,b,closed,juice bottle
couch,couch_dirty.jpg,a,dirty,couch
piggybank,piggybank_whole.jpg,b,whole,piggybank
gloves,gloves_dirty.jpg,a,dirty,gloves
yogamat,yogamat_rolled.jpg,a,rolled,yoga mat
door,door_open.jpg,a,open,door
napkin,napkin_folded.jpg,a,folded,napkin
nail,nail_bent.jpg,a,bent,nail
pot,pot_open.jpg,a,open,pot
hamper,hamper_full.jpg,b,full,hamper
potato,potato_clean.jpg,b,clean,potato
marker,marker_closed.jpg,b,closed,marker
watermelon,watermelon_sliced.jpg,a,sliced,watermelon
wallet,wallet_open.jpg,a,open,wallet
onion,onion_peeled.jpg,a,peeled,onion
table,table_whole.jpg,b,whole,table
