object,image,state,adj,words_w2v
bucket,bucket_dirty.jpg,a,dirty,bucket
fence,fence_whole.jpg,b,whole,fence
shoelace,shoelace_untied.jpg,b,untied,shoelace
pineapple,pineapple_unsliced.jpg,b,unsliced,pineapple
suitcase,suitcase_closed.jpg,b,closed,suitcase
glasses,glasses_broken.jpg,a,broken,glasses
lawnchair,lawnchair_unfolded.jpg,b,unfolded,lawnchair
soccerball,soccerball_clean.jpg,b,clean,soccerball
gloves,gloves_dirty.jpg,a,dirty,gloves
eggcarton,eggcarton_full.jpg,b,full,egg carton
notepad,notepad_ripped.jpg,a,ripped,notepad
pot,pot_open.jpg,a,open,pot
cabinet,cabinet_open.jpg,a,open,cabinet
egg,egg_whole.jpg,b,whole,egg
chapstick,chapstick_open.jpg,a,open,chapstick
salami,salami_sliced.jpg,a,sliced,salami
wineglass,wineglass_empty.jpg,a,empty,wineglass
bill,bill_rolled.jpg,a,rolled,bill
blanket,blanket_folded.jpg,a,folded,blanket
garbagecan,garbagecan_empty.jpg,a,empty,garbage can
spoon,spoon_dirty.jpg,a,dirty,spoon
cigarette,cigarette_whole.jpg,b,whole,cigarette
magnet,magnet_straight.jpg,b,straight,magnet
banana,banana_peeled.jpg,a,peeled,banana
backpack,backpack_open.jpg,a,open,backpack
pickle,pickle_sliced.jpg,a,sliced,pickle
tire,tire_broken.jpg,a,broken,tire
piggybank,piggybank_broken.jpg,a,broken,piggybank
chapstick,chapstick_closed.jpg,b,closed,chapstick
lime,lime_sliced.jpg,a,sliced,lime
gate,gate_closed.jpg,b,closed,gate
car,car_dirty.jpg,a,dirty,car
sugarpacket,sugarpacket_ripped.jpg,a,ripped,sugar packet
stovetop,stovetop_dirty.jpg,a,dirty,stovetop
gloves,gloves_clean.jpg,b,clean,gloves
wineglass,wineglass_full.jpg,b,full,wineglass
hamper,hamper_full.jpg,b,full,hamper
sleepingbag,sleepingbag_unrolled.jpg,b,unrolled,sleeping bag
staircase,staircase_straight.jpg,b,straight,staircase
apple,apple_unsliced.jpg,b,unsliced,apple
paperclip,paperclip_bent.jpg,a,bent,paperclip
chipbag,chipbag_whole.jpg,b,whole,chip bag
seatbelt,seatbelt_open.jpg,a,open,seatbelt
jar,jar_full.jpg,b,full,jar
paper,paper_folded.jpg,a,folded,paper
waterpipe,waterpipe_bent.jpg,a,bent,waterpipe
