object,image,state,adj,words_w2v
kiwi,kiwi_unsliced.jpg,b,unsliced,kiwi
jar,jar_empty.jpg,a,empty,jar
nail,nail_bent.jpg,a,bent,nail
suitcase,suitcase_open.jpg,a,open,suitcase
fence,fence_whole.jpg,b,whole,fence
shoelace,shoelace_untied.jpg,b,untied,shoelace
potato,potato_dirty.jpg,a,dirty,potato
pencil,pencil_broken.jpg,a,broken,pencil
table,table_whole.jpg,b,whole,table
sleepingbag,sleepingbag_unrolled.jpg,b,unrolled,sleeping bag
boot,boot_clean.jpg,b,clean,boot
bread,bread_unsliced.jpg,b,unsliced,bread
boot,boot_dirty.jpg,a,dirty,boot
carrot,carrot_peeled.jpg,a,peeled,carrot
stovetop,stovetop_clean.jpg,b,clean,stovetop
sugarpacket,sugarpacket_ripped.jpg,a,ripped,sugar packet
nail,nail_straight.jpg,b,straight,nail
dish,dish_clean.jpg,b,clean,dish
scissors,scissors_closed.jpg,b,closed,scissors
milkcarton,milkcarton_closed.jpg,b,closed,milk carton
magnet,magnet_bent.jpg,a,bent,magnet
cookie,cookie_whole.jpg,b,whole,cookie
staircase,staircase_curved.jpg,a,curved,staircase
carrot,carrot_unpeeled.jpg,b,unpeeled,carrot
fridge,fridge_closed.jpg,b,closed,fridge
gate,gate_open.jpg,a,open,gate
bill,bill_rolled.jpg,a,rolled,bill
cigarette,cigarette_whole.jpg,b,whole,cigarette
shoelace,shoelace_tied.jpg,a,tied,shoelace
salami,salami_sliced.jpg,a,sliced,salami
kiwi,kiwi_sliced.jpg,a,sliced,kiwi
cup,cup_dirty.jpg,a,dirty,cup
salami,salami_unsliced.jpg,b,unsliced,salami
rug,rug_rolled.jpg,a,rolled,rug
glasses,glasses_broken.jpg,a,broken,glasses
magnet,magnet_straight.jpg,b,straight,magnet
spoon,spoon_dirty.jpg,a,dirty,spoon
chain,chain_whole.jpg,b,whole,chain
cabinet,cabinet_open.jpg,a,open,cabinet
plate,plate_whole.jpg,b,whole,plate
bread,bread_sliced.jpg,a,sliced,bread
stapler,stapler_closed.jpg,b,closed,stapler
cracker,cracker_broken.jpg,a,broken,cracker
rug,rug_unrolled.jpg,b,unrolled,rug
pencil,pencil_whole.jpg,b,whole,pencil
watermelon,watermelon_sliced.jpg,a,sliced,watermelon
chestofdrawers,chestofdrawers_closed.jpg,b,closed,chest of drawers
sweater,sweater_unfolded.jpg,b,unfolded,sweater
staircase,staircase_straight.jpg,b,straight,staircase
garbagecan,garbagecan_full.jpg,b,full,garbage can
safetypin,safetypin_straight.jpg,b,straight,safety pin
can,can_open.jpg,a,open,can
dish,dish_dirty.jpg,a,dirty,dish
marker,marker_open.jpg,a,open,marker
pickle,pickle_unsliced.jpg,b,unsliced,pickle
eye,eye_open.jpg,a,open,eye
