object,image,state,adj,words_w2v
towel,towel_unfolded.jpg,b,unfolded,towel
lime,lime_sliced.jpg,a,sliced,lime
pencil,pencil_whole.jpg,b,whole,pencil
onion,onion_peeled.jpg,a,peeled,onion
seatbelt,seatbelt_closed.jpg,b,closed,seatbelt
stovetop,stovetop_dirty.jpg,a,dirty,stovetop
gloves,gloves_dirty.jpg,a,dirty,gloves
plate,plate_broken.jpg,a,broken,plate
piggybank,piggybank_broken.jpg,a,broken,piggybank
backpack,backpack_closed.jpg,b,closed,backpack
gate,gate_closed.jpg,b,closed,gate
carrot,carrot_peeled.jpg,a,peeled,carrot
vase,vase_whole.jpg,b,whole,vase
potato,potato_clean.jpg,b,clean,potato
envelope,envelope_whole.jpg,b,whole,envelope
laptop,laptop_open.jpg,a,open,laptop
jar,jar_full.jpg,b,full,jar
hands,hands_dirty.jpg,a,dirty,hands
pickle,pickle_unsliced.jpg,b,unsliced,pickle
shoelace,shoelace_untied.jpg,b,untied,shoelace
straw,straw_bent.jpg,a,bent,straw
shoe,shoe_dirty.jpg,a,dirty,shoe
road,road_straight.jpg,b,straight,road
pickle,pickle_sliced.jpg,a,sliced,pickle
garbagecan,garbagecan_full.jpg,b,full,garbage can
cdplayer,cdplayer_closed.jpg,b,closed,cd player
blanket,blanket_unfolded.jpg,b,unfolded,blanket
gate,gate_open.jpg,a,open,gate
car,car_dirty.jpg,a,dirty,car
soccerball,soccerball_dirty.jpg,a,dirty,soccerball
shoppingcart,shoppingcart_empty.jpg,a,empty,shopping cart
vase,vase_broken.jpg,a,broken,vase
road,road_curved.jpg,a,curved,road
cookie,cookie_broken.jpg,a,broken,cookie
staircase,staircase_straight.jpg,b,straight,staircase
milkcarton,milkcarton_closed.jpg,b,closed,milk carton
sweater,sweater_folded.jpg,a,folded,sweater
door,door_closed.jpg,b,closed,door
chapstick,chapstick_closed.jpg,b,closed,chapstick
fence,fence_whole.jpg,b,whole,fence
pineapple,pineapple_unsliced.jpg,b,unsliced,pineapple
garbagecan,garbagecan_empty.jpg,a,empty,garbage can
fence,fence_broken.jpg,a,broken,fence
pencil,pencil_broken.jpg,a,broken,pencil
watermelon,watermelon_sliced.jpg,a,sliced,watermelon
sweater,sweater_unfolded.jpg,b,unfolded,sweater
yogamat,yogamat_rolled.jpg,a,rolled,yoga mat
glasses,glasses_whole.jpg,b,whole,glasses
naan,naan_ripped.jpg,a,ripped,naan
door,door_open.jpg,a,open,door
yogamat,yogamat_unrolled.jpg,b,unrolled,yoga mat
treasurechest,treasurechest_open.jpg,a,open,treasure chest
cigarette,cigarette_whole.jpg,b,whole,cigarette
cup,cup_clean.jpg,b,clean,cup
bill,bill_unrolled.jpg,b,unrolled,bill
book,book_open.jpg,a,open,book
salami,salami_unsliced.jpg,b,unsliced,salami
blanket,blanket_folded.jpg,a,folded,blanket
mirror,mirror_broken.jpg,a,broken,mirror
bread,bread_unsliced.jpg,b,unsliced,bread
